full_date,speech_name,raw_spoke_to,vars.link,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
17-Mar-98,Four themes of sound international supervision ,"Before the Conference on Coping with Financial Crisis in Developing and Transition Countries: Regulatory and Supervisory Challenges in a New Era of Global Finance, Forum on Debt and Development,De Nederlandsche Bank, Amsterdam",http://www.federalreserve.gov/boarddocs/speeches/1998/19980317.htm,the Conference on Coping with Financial Crisis in Developing and Transition Countries: Regulator,,,,Susan M. Phillips,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19-Mar-98,Next steps for D.C.,"Before the 1998 Student Conference of the Georgetown University Public Policy Institute, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/199803192.htm,the 1998 Student Conference of the Georgetown University Public Policy Institute,, Washington, D.,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
19-Mar-98,The changing banking environment and emerging questions for public policy ,"Before the Ohio Bankers Day conference, Columbus, Ohio",http://www.federalreserve.gov/boarddocs/speeches/1998/19980319.htm,the Ohio Bankers Day conference,, Columbus, Ohio,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26-Mar-98,Lessons and perspectives ,"Before the International Swaps and Derivatives Association, 13th Annual General Meeting, Rome, Italy",http://www.federalreserve.gov/boarddocs/speeches/1998/19980326.htm,the International Swaps and Derivatives Association,, 13th Annual General Meeting, Rome,Susan M. Phillips,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
02-Apr-98,The ascendance of market capitalism ,"Before the Annual Convention of the American Society of Newspaper Editors, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19980402.htm,the Annual Convention of the American Society of Newspaper Editors,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
02-Apr-98,Come with me to the FOMC ,"The Gillis Lecture, Willamette University, Salem, Oregon",http://www.federalreserve.gov/boarddocs/speeches/1998/199804022.htm,llis Lecture,, Willamette University, Salem,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
04-Apr-98,The Federal Reserve's role in the payments system and its effect on competition ,"Before the Bankers Roundtable, Phoenix, Arizona",http://www.federalreserve.gov/boarddocs/speeches/1998/19980404.htm,the Bankers Roundtable,, Phoenix, Arizona,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09-Apr-98,The economic outlook and the challenges facing monetary policy ,"Presented to Public Policy Meeting, Federal Reserve Bank of Atlanta",http://www.federalreserve.gov/boarddocs/speeches/1998/19980409.htm,ted to Public Policy Meeting,, Federal Reserve Bank of Atlanta,,Laurence H. Meyer,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16-Apr-98,The Federal Reserve and bank supervision and regulation ,"Before the Spring 1998 Banking and Finance Lecture, Widener University, Chester, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/1998/199804162.htm,the Spring 1998 Banking and Finance Lecture,, Widener University, Chester,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
16-Apr-98,Are banks safe for the world and is the world safe for banks?,"Before the Urban Bankers Coalition, Inc., New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1998/19980416.htm,the Urban Bankers Coalition,, Inc., New York,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23-Apr-98,Toward a better class of financial crises: some lessons from Asia,"Before the Hyman P. Minsky Conference on Financial Structure, The Levy Institute, Annandale-on-Hudson, New York",http://www.federalreserve.gov/boarddocs/speeches/1998/19980423.htm,the Hyman P. Minsky Conference on Financial Structure,, The Levy Institute, Annandale-on-Hudson,Alice M. Rivlin,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
30-Apr-98,Housing and the economy: sharing in the prosperity and broadening its base,"Before the National Association of Home Builders Construction Forecast Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19980430.htm,the National Association of Home Builders Construction Forecast Conference,, Washington, D.C.,Laurence H. Meyer,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
02-May-98,Our banking history ,"Before the Annual Meeting and Conference of the Conference of State Bank Supervisors, Nashville, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/1998/19980502.htm,the Annual Meeting and Conference of the Conference of State Bank Supervisors,, Nashville, Tennes,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
07-May-98,The U.S. retail payments system,Before the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,http://www.federalreserve.gov/boarddocs/speeches/1998/199805072.htm,the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chic,,,,Alice M. Rivlin,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
07-May-98,Understanding today's international financial system,Before the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,http://www.federalreserve.gov/boarddocs/speeches/1998/19980507.htm,the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chic,,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12-May-98,Commencement address,"At New York University, Robert F. Wagner Graduate School of Public Service, New York, N.Y.",http://www.federalreserve.gov/boarddocs/speeches/1998/199805122.htm,York University,, Robert F. Wagner Graduate School of Public Service, New York,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
12-May-98,Community reinvestment in an era of bank consolidation and deregulation,"Before the 1998 Community Reinvestment Act Conference of the Consumer Bankers Association, Arlington, Virginia",http://www.federalreserve.gov/boarddocs/speeches/1998/19980512.htm,the 1998 Community Reinvestment Act Conference of the Consumer Bankers Association,, Arlington, V,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20-May-98,On the announcement of a new currency design,"At the Bureau of Engraving and Printing, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19980520.htm,Bureau of Engraving and Printing,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
03-Jun-98,Economic forecasting,"Before the Downtown Economics Club 50th Anniversary Dinner, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1998/19980603.htm,the Downtown Economics Club 50th Anniversary Dinner,, New York, New York,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
09-Jun-98,Issues and trends in bank regulatory policy and financial modernization legislation,"At the Bank Administration Institute, Finance and Accounting Management Conference, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19980609.htm,Bank Administration Institute,, Finance and Accounting Management Conference, Washington,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
18-Jun-98,Renewed confidence and vitality of the U.S. economy and the Asian crisis,"Before the Money Marketeers of New York University, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1998/19980618.htm,the Money Marketeers of New York University,, New York, New York,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
09-Jul-98,Exercising caution and vigilance in monetary policy,"Distinguished Speaker Series, Federal Reserve Bank of Atlanta",http://www.federalreserve.gov/boarddocs/speeches/1998/19980709.htm,guished Speaker Series,, Federal Reserve Bank of Atlanta,,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10-Jul-98,The implications of technological changes,"At the Charlotte Chamber of Commerce, Charlotte, North Carolina",http://www.federalreserve.gov/boarddocs/speeches/1998/19980710.htm,Charlotte Chamber of Commerce,, Charlotte, North Carolina,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
20-Jul-98,Themes in international bank supervision,"Before the International Banking Conference, Federal Financial Institutions Examination Council, Arlington, Virginia",http://www.federalreserve.gov/boarddocs/speeches/1998/19980720.htm,the International Banking Conference,, Federal Financial Institutions Examination Council, Arling,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28-Aug-98,Income inequality,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",http://www.federalreserve.gov/boarddocs/speeches/1998/19980828.htm,ymposium sponsored by the Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
04-Sep-98,Is there a new economy?,"At the Haas Annual Business Faculty Research Dialogue, University of California, Berkeley, California",http://www.federalreserve.gov/boarddocs/speeches/1998/19980904.htm,Haas Annual Business Faculty Research Dialogue,, University of California, Berkeley,Alan Greenspan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15-Sep-98,World capital flows,"At the Carnegie Bosch Institute, University Center at Carnegie Mellon, Pittsburgh, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/1998/19980915.htm,Carnegie Bosch Institute,, University Center at Carnegie Mellon, Pittsburgh,Edward M. Gramlich,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
17-Sep-98,The state of the U.S. economy,"At the Federal Reserve Bank of Kansas City, Kansas City, Missouri",http://www.federalreserve.gov/boarddocs/speeches/1998/19980917.htm,Federal Reserve Bank of Kansas City,, Kansas City, Missouri,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
18-Sep-98,Recent developments in banking and financial markets,"At the Financial Institutions Center, University of Tennessee, Knoxville, Tennessee",http://www.federalreserve.gov/boarddocs/speeches/1998/19980918.htm,Financial Institutions Center,, University of Tennessee, Knoxville,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
28-Sep-98,The Federal Reserve's roles in the payments system,At the Bank Administration Institute's Symposium on Payments System Strategy,http://www.federalreserve.gov/boarddocs/speeches/1998/19980928.htm,Bank Administration Institute's Symposium on Payments System Strategy,,,,Alice M. Rivlin,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
29-Sep-98,Electronic banking,"At the Bank Administration Institute's Symposium on Payments System Strategy, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19980929.htm,Bank Administration Institute's Symposium on Payments System Strategy,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
05-Oct-98,The economic outlook and the challenges facing monetary policy,"At the National Association for Business Economics 40th Anniversary Annual Meeting, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19981005.htm,National Association for Business Economics 40th Anniversary Annual Meeting,, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
14-Oct-98,The role for small businesses as viewed by a macroeconomic policymaker,"At the Florida Black Business Investment Board, Tallahassee, Florida",http://www.federalreserve.gov/boarddocs/speeches/1998/19981014.htm,Florida Black Business Investment Board,, Tallahassee, Florida,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-Oct-98,The challenge of preparing for the Year 2000,"At the Global Year 2000 Summit, London, England",http://www.federalreserve.gov/boarddocs/speeches/1998/19981016.htm,Global Year 2000 Summit,, London, England,Roger W. Ferguson,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
22-Oct-98,Three themes in search of an audience,"At a meeting of Women in Housing and Finance, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19981022.htm,eeting of Women in Housing and Finance,, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
22-Oct-98,Increasing global financial integrity,"At the 16th Annual Monetary Conference, Money in the New Millenium: The Global Financial Architecture, Cato Institute, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/199810222.htm,16th Annual Monetary Conference,, Money in the New Millenium: The Global Financial Architecture,,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
22-Oct-98,The world economy,"At the State University of New York-Brockport and Buffalo State College, Buffalo",http://www.federalreserve.gov/boarddocs/speeches/1998/199810223.htm,State University of New York-Brockport and Buffalo State College,, Buffalo,,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
27-Oct-98,The future of the financial services sector and related public policy issues,"At the College of Management, University of Massachusetts, Boston, Massachusetts",http://www.federalreserve.gov/boarddocs/speeches/1998/19981027.htm,College of Management,, University of Massachusetts, Boston,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
29-Oct-98,Countdown to Y2K: An economic assessment ,"At the Annual Economic Symposium of Houston Baptist University, the information in this speech was updated in Governor Kelley's March 25, 1999 remarks at Vanderbilt University",http://www.federalreserve.gov/boarddocs/speeches/1998/19981029.htm,Annual Economic Symposium of Houston Baptist University,, the information in this speech was upda,,Edward W. Kelley,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
05-Nov-98,The structure of the international financial system,"At the Annual Meeting of the Securities Industry Association, Boca Raton, Florida",http://www.federalreserve.gov/boarddocs/speeches/1998/19981105.htm,Annual Meeting of the Securities Industry Association,, Boca Raton, Florida,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
06-Nov-98,Examining community reinvestment,"At Widener University, Chester, Pennsylvania",http://www.federalreserve.gov/boarddocs/speeches/1998/19981106.htm,ener University,, Chester, Pennsylvania,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
12-Nov-98,Modernizing financial services regulation,"Before the Financial Institutions Practice Group, The Federalist Society, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1998/19981112.htm,the Financial Institutions Practice Group,, The Federalist Society, Washington,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
03-Jan-99,Thoughts on the start of a new year,"At the National Economic Association Forum, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1999/19990103.htm,National Economic Association Forum,, New York, New York,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
04-Jan-99,The transformation of the U.S. banking system,"At the North American Economics and Finance Association Meetings, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1999/19990104.htm,North American Economics and Finance Association Meetings,, New York, New York,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
11-Jan-99,The transformation of the U.S. banking system,"Before the Conference Board's 1999 Financial Services Outlook Conference, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1999/19990111.htm,the Conference Board's 1999 Financial Services Outlook Conference,, New York, New York,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15-Jan-99,The making of monetary policy,"Prepared for delivery at the East Hanover Area Chamber of Commerce, East Hanover, New Jersey",http://www.federalreserve.gov/boarddocs/speeches/1999/19990115.htm,ed for delivery at the East Hanover Area Chamber of Commerce,, East Hanover, New Jersey,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
21-Jan-99,The international millennium challenge ,"At the Bank Administration Institute, Orlando, Florida",http://www.federalreserve.gov/boarddocs/speeches/1999/19990121.htm,Bank Administration Institute,, Orlando, Florida,Roger W. Ferguson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
11-Feb-99,Latin America: Lessons learned from the last twenty years,"At the Florida International Bankers Association, Inc., Miami, Florida",http://www.federalreserve.gov/boarddocs/speeches/1999/19990211.htm,Florida International Bankers Association,, Inc., Miami,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16-Feb-99,The interaction of education and economic change,"At the 81st Annual Meeting of the American Council on Education, Washington, D.C.",http://www.federalreserve.gov/boarddocs/speeches/1999/19990216.htm,81st Annual Meeting of the American Council on Education,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
24-Feb-99,Dilemmas of an economic superpower,"At the Financial Services Dinner of the Foreign Policy Association, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1999/19990224.htm,Financial Services Dinner of the Foreign Policy Association,, New York, New York,Alice M. Rivlin,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
25-Feb-99,The global economic outlook and monetary policy challenges,"At the Annual Dinner of the Society of Business Economists, London, England",http://www.federalreserve.gov/boarddocs/speeches/1999/19990225.htm,Annual Dinner of the Society of Business Economists,, London, England,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
25-Feb-99,Evolution of financial institutions and markets: Private and policy implications,"At the Money Marketeers of New York University, New York, New York",http://www.federalreserve.gov/boarddocs/speeches/1999/199902252.htm,Money Marketeers of New York University,, New York, New York,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
