FROM SPEECH BASE DATA,DateField,tocheck notes,ORIG,speech_name,vars.link,is_Fed,multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,HFSC_donate_chair,HFSC_rankmem,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat
953,6/1/2010,,Brief Remarks,"Economic Challenges: Past, Present, and Future",http://www.federalreserve.gov/newsevents/speech/20100407a.htm,,,,,Dallas Regional Chamber,,7-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,"Economic Challenges: Past, Present, and Future",http://www.federalreserve.gov/newsevents/speech/20100407a.htm,"At the Dallas Regional Chamber, Dallas, Texas",Dallas Regional Chamber,Dallas Regional Chamber,, Dallas, Texas,Ben S. Bernanke,3
954,6/1/2010,,Moving Beyond the Financial Crisis,Economic Policy: Lessons from History,http://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm,,,,,Center for the Study of the Presidency and Congress,,8-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Economic Policy: Lessons from History,http://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm,"At the 43rd Annual Alexander Hamilton Awards Dinner, Center for the Study of the Presidency and Congress, Washington, D.C.",43rd Annual Alexander Hamilton Awards Dinner,Center for the Study of the Presidency and Congress,, Center for the Study of the Presidency and Congres,,Ben S. Bernanke,3
955,6/1/2010,,Fostering Workforce Development,The Present and Future of Community Banking,http://www.federalreserve.gov/newsevents/speech/tarullo20100408a.htm,1,,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,8-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Daniel K. Tarullo,Fed-Fed,,,,,The Present and Future of Community Banking,http://www.federalreserve.gov/newsevents/speech/tarullo20100408a.htm,"At the Federal Reserve Bank of New York Community BankersÃ• Conference, New York, New York",Federal Reserve Bank of New York Community BankersÃ• Conference,Federal Reserve Bank of San Francisco,, New York, New York,Daniel K. Tarullo,1
956,6/1/2010,,"Remarks on ""The Squam Lake Report: Fixing the Financial System""",The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/kohn20100408a.htm,1,,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,8-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Donald L. Kohn,Fed-fed,,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/kohn20100408a.htm,"At the Federal Reserve Bank of San Francisco Community Leaders Luncheon, San Francisco, California",Federal Reserve Bank of San Francisco Community Leaders Luncheon,Federal Reserve Bank of San Francisco,, San Francisco, California,Donald L. Kohn,2
957,6/1/2010,,It's Greek to Me,The Importance of Financial Education,http://www.federalreserve.gov/newsevents/speech/duke20100408a.htm,,,,,Jump$tart Coalition,,8-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,The Importance of Financial Education,http://www.federalreserve.gov/newsevents/speech/duke20100408a.htm,"At the Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event, Washington, D.C.",Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event,Jump$tart Coalition,, Washingto,,Elizabeth A. Duke,1
958,6/1/2010,,Fostering a Healthy Credit Environment,Involving Markets and the Public in Financial Regulation,http://www.federalreserve.gov/newsevents/speech/tarullo20100413a.htm,,,,,Council of Institutional Investors,,13-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Daniel K. Tarullo,none,,,,,Involving Markets and the Public in Financial Regulation,http://www.federalreserve.gov/newsevents/speech/tarullo20100413a.htm,"At the Council of Institutional Investors Meeting, Washington, D.C.",Council of Institutional Investors Meeting,Council of Institutional Investors,, Washington, D.C.,Daniel K. Tarullo,1
959,7/1/2010,,Small Business Credit: Next Steps,Fostering Financial Literacy,http://www.federalreserve.gov/newsevents/speech/bernanke20100413a.htm,,,,,National Bankers Association Foundation,,13-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Fostering Financial Literacy,http://www.federalreserve.gov/newsevents/speech/bernanke20100413a.htm,"At the National Bankers Association Foundation Financial Literacy Summit Reception, Washington, D.C.",National Bankers Association Foundation Financial Literacy Summit Reception,National Bankers Association Foundation,, Washington, D.C.,Ben S. Bernanke,3
960,7/1/2010,,Restoring the Flow of Credit to Small Businesses,Issues in Economic Development,http://www.federalreserve.gov/newsevents/speech/duke20100419a.htm,,,,,International Economic Development Council and Federal Economic Development Forum,,19-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,Issues in Economic Development,http://www.federalreserve.gov/newsevents/speech/duke20100419a.htm,"At the International Economic Development CouncilÃ•s Federal Economic Development Forum, Alexandria, Virginia",International Economic Development CouncilÃ•s Federal Economic Development Forum,International Economic Development Council and Federal Economic Development Forum,, Alexandria, Vi,Elizabeth A. Duke,1
961,7/1/2010,,Opening Remarks,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100421a.htm,1,,,,Federal Reserve Board,,21-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100421a.htm,"At the New $100 Note Unveiling Event, U.S. Treasury Department, Washington, D.C.",New $100 Note Unveiling Event,Federal Reserve,, U.S. Treasury Department, Washington,Ben S. Bernanke,3
962,8/1/2010,,Challenges for the Economy and State Governments,Achieving Fiscal Sustainability,http://www.federalreserve.gov/newsevents/speech/bernanke20100427a.htm,,,,,National Commission on Fiscal Responsibility and Reform,,27-Apr-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Achieving Fiscal Sustainability,http://www.federalreserve.gov/newsevents/speech/bernanke20100427a.htm,"At the National Commission on Fiscal Responsibility and Reform, Washington, D.C.",National Commission on Fiscal Responsibility and Reform,National Commission on Fiscal Responsibility and Reform,, Washington, D.C.,Ben S. Bernanke,3
963,8/1/2010,,The Economic Outlook and Monetary Policy,Women and Money: Challenging the Myths,http://www.federalreserve.gov/newsevents/speech/duke20100501a.htm,,,,,CLARIFI,,1-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,Women and Money: Challenging the Myths,http://www.federalreserve.gov/newsevents/speech/duke20100501a.htm,"At the Consumer Credit Counseling Services of Delaware Valley Financially Hers Program, Philadelphia, Pennsylvania",Consumer Credit Counseling Services of Delaware Valley Financially Hers Program,CLARIFI,, Philadelphia, P,Elizabeth A. Duke,1
964,9/1/2010,,Stabilizing Neighborhoods: Lessons Learned from the Field,The Supervisory Capital Assessment Program--One Year Later,http://www.federalreserve.gov/newsevents/speech/bernanke20100506a.htm,1,,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,6-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,The Supervisory Capital Assessment Program--One Year Later,http://www.federalreserve.gov/newsevents/speech/bernanke20100506a.htm,"At the Federal Reserve Bank of Chicago 46th Annual Conference on Bank Structure and Competition, Chicago, Illinois",Federal Reserve Bank of Chicago 46th Annual Conference on Bank Structure and Competition,Federal Reserve Bank of Chicago,, Chicag,,Ben S. Bernanke,3
965,9/1/2010,,"Comments on ""Regulating the Shadow Banking System""",The Economics of Happiness,http://www.federalreserve.gov/newsevents/speech/bernanke20100508a.htm,,,,,University of South Carolina,,8-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,The Economics of Happiness,http://www.federalreserve.gov/newsevents/speech/bernanke20100508a.htm,"At the University of South Carolina Commencement Ceremony, Columbia, South Carolina",University of South Carolina Commencement Ceremony,University of South Carolina,, Columbia, South Carolina,Ben S. Bernanke,3
966,9/1/2010,,Implications of the Financial Crisis for Economics,Global Imbalances,http://www.federalreserve.gov/newsevents/speech/kohn20100511a.htm,,,,,International Monetary Fund,,11-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Donald L. Kohn,none,,,,,Global Imbalances,http://www.federalreserve.gov/newsevents/speech/kohn20100511a.htm,"At the High-Level Conference on the International Monetary System, Zurich, Switzerland",High-Level Conference on the International Monetary System,International Monetary Fund,, Zurich, Switzerland,Donald L. Kohn,2
967,9/1/2010,,Opening Remarks,The Federal Reserve's Policy Actions during the Financial Crisis and Lessons for the Future,http://www.federalreserve.gov/newsevents/speech/kohn20100513a.htm,,,,,Carleton University,,13-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Donald L. Kohn,none,,,,,The Federal Reserve's Policy Actions during the Financial Crisis and Lessons for the Future,http://www.federalreserve.gov/newsevents/speech/kohn20100513a.htm,"At the Carleton University, Ottawa, Canada",Carleton University,Carleton University,, Ottawa, Canada,Donald L. Kohn,2
968,9/1/2010,,Welcoming Remarks,"Central Bank Independence, Transparency, and Accountability",http://www.federalreserve.gov/newsevents/speech/bernanke20100525a.htm,,,,,Institute for Monetary and Economic Studies,,25-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,"Central Bank Independence, Transparency, and Accountability",http://www.federalreserve.gov/newsevents/speech/bernanke20100525a.htm,"At the Institute for Monetary and Economic Studies International Conference, Bank of Japan, Tokyo, Japan",Institute for Monetary and Economic Studies International Conference,Institute for Monetary and Economic Studies,, Bank of Japan, Tokyo,Ben S. Bernanke,3
969,10/1/2010,,Fiscal Sustainability and Fiscal Rules,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,http://www.federalreserve.gov/newsevents/speech/bernanke20100530a.htm,,,,,Bank of Korea,,30-May-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,http://www.federalreserve.gov/newsevents/speech/bernanke20100530a.htm,"At the Bank of Korea's International Conference, Seoul, Korea (via video recording)",Bank of Korea's International Conference,Bank of Korea,, Seoul, Korea (via video recording),Ben S. Bernanke,3
970,10/1/2010,,Macroprudential Supervision and Monetary Policy in the Post-crisis World,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100603a.htm,,,,,Board of Governors of the Federal Reserve System,,3-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100603a.htm,"At the Meeting on Addressing the Financing Needs of Michigan's Small Businesses, Detroit, Michigan",Meeting on Addressing the Financing Needs of Michigan's Small Businesses, Board of Governors of the Federal Reserve System,, Detroit, Michigan,Ben S. Bernanke,3
971,10/1/2010,,Monetary Policy Objectives and Tools in a Low-Inflation Environment,Moving Beyond the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/duke20100608a.htm,,,,,Consumer Banker's Association,,8-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,Moving Beyond the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/duke20100608a.htm,"At the Consumer Bankers Association Annual Conference, Hollywood, Florida",Consumer Bankers Association Annual Conference,Consumer Banker's Association,, Hollywood, Florida,Elizabeth A. Duke,1
972,10/1/2010,,Brief Remarks,Fostering Workforce Development,http://www.federalreserve.gov/newsevents/speech/bernanke20100609a.htm,1,,,Federal Reserve Bank of Richmond (FRBR),Federal Reserve Bank of Richmond,1,9-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Fostering Workforce Development,http://www.federalreserve.gov/newsevents/speech/bernanke20100609a.htm,"At the Federal Reserve Bank of Richmond and Community College Workforce Alliance forum on Workforce Development, Richmond, Virginia",Federal Reserve Bank of Richmond and Community College Workforce Alliance forum on Workforce Dev,Federal Reserve Bank of Richmond,,,,Ben S. Bernanke,3
973,10/1/2010,,Come with Me to the FOMC,"Remarks on ""The Squam Lake Report: Fixing the Financial System""",http://www.federalreserve.gov/newsevents/speech/bernanke20100616a.htm,,,,,Squam Lake Group,,16-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,"Remarks on ""The Squam Lake Report: Fixing the Financial System""",http://www.federalreserve.gov/newsevents/speech/bernanke20100616a.htm,"At the Squam Lake Conference, New York, New York",Squam Lake Conference,Squam Lake Group,, New York, New York,Ben S. Bernanke,3
974,10/1/2010,,Welcoming Remarks,It's Greek to Me,http://www.federalreserve.gov/newsevents/speech/warsh20100628a.htm,,,,,Atlanta Rotary Club,,28-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Kevin Warsh,none,,,,,It's Greek to Me,http://www.federalreserve.gov/newsevents/speech/warsh20100628a.htm,"At the Atlanta Rotary Club, Atlanta, Georgia",Atlanta Rotary Club,Atlanta Rotary Club,, Atlanta, Georgia,Kevin Warsh,1
975,11/1/2010,,Rejecting the Requiem,Fostering a Healthy Credit Environment,http://www.federalreserve.gov/newsevents/speech/duke20100630a.htm,,,,,Ohio Bankers League,,30-Jun-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,Fostering a Healthy Credit Environment,http://www.federalreserve.gov/newsevents/speech/duke20100630a.htm,"At Ohio Bankers Day, Columbus, Ohio",o Bankers Day,Ohio Bankers League,, Columbus, Ohio,Elizabeth A. Duke,1
976,11/1/2010,,Next Steps in Financial Regulatory Reform,Restoring the Flow of Credit to Small Businesses,http://www.federalreserve.gov/newsevents/speech/bernanke20100712a.htm,1,,,,Federal Reserve Board,,12-Jul-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Restoring the Flow of Credit to Small Businesses,http://www.federalreserve.gov/newsevents/speech/bernanke20100712a.htm,"At the Federal Reserve Meeting Series: Ã’Addressing the Financing Needs of Small Businesses,Ã“ Washington, D.C.",Federal Reserve Meeting Series: Ã’Addressing the Financing Needs of Small Businesses,Federal Reserve Board,,Ã“ Washingt,,Ben S. Bernanke,3
977,11/1/2010,,Problems in the Mortgage Servicing Industry,Small Business Credit: Next Steps,http://www.federalreserve.gov/newsevents/speech/duke20100712a.htm,1,,,,Federal Reserve Board,,12-Jul-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Small Business Credit: Next Steps,http://www.federalreserve.gov/newsevents/speech/duke20100712a.htm,"At the Federal Reserve Meeting Series: ""Addressing the Financing Needs of Small Businesses,"" Washington, D.C.","Federal Reserve Meeting Series: ""Addressing the Financing Needs of Small Businesses",Federal Reserve Board,, Washington,,Elizabeth A. Duke,1
978,11/1/2010,,Emerging from the Crisis: Where Do We Stand?,Opening Remarks,http://www.federalreserve.gov/newsevents/speech/duke20100715a.htm,1,,,,Federal Reserve Board,,15-Jul-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Opening Remarks,http://www.federalreserve.gov/newsevents/speech/duke20100715a.htm,"At the Public Hearing on Potential Revisions to the Home Mortgage Disclosure Act, Atlanta, Georgia",Public Hearing on Potential Revisions to the Home Mortgage Disclosure Act,Federal Reserve Board,, Atlanta, Georgia,Elizabeth A. Duke,1
979,11/1/2010,,Rebalancing the Global Recovery,Challenges for the Economy and State Governments,http://www.federalreserve.gov/newsevents/speech/bernanke20100802a.htm,,,,,Southern Legislative Conference,,2-Aug-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Challenges for the Economy and State Governments,http://www.federalreserve.gov/newsevents/speech/bernanke20100802a.htm,"At the Annual Meeting of the Southern Legislative Conference of the Council of State Governments, Charleston, South Carolina",Annual Meeting of the Southern Legislative Conference of the Council of State Governments,Southern Legislative Conference,, Charl,,Ben S. Bernanke,3
980,12/1/2010,,Fiscal Responsibility and Global Rebalancing,The Economic Outlook and Monetary Policy,http://www.federalreserve.gov/newsevents/speech/bernanke20100827a.htm,1,,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas,,27-Aug-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-fed,,,,,The Economic Outlook and Monetary Policy,http://www.federalreserve.gov/newsevents/speech/bernanke20100827a.htm,"At the Federal Reserve Bank of Kansas City Economic Symposium, Jackson Hole, Wyoming",Federal Reserve Bank of Kansas City Economic Symposium,Federal Reserve Bank of Kansas,, Jackson Hole, Wyoming,Ben S. Bernanke,3
981,12/1/2010,,Developments in the Landscape for Consumer Credit and Payments,Stabilizing Neighborhoods: Lessons Learned from the Field,http://www.federalreserve.gov/newsevents/speech/duke20100901a.htm,,,,,Unkown,,1-Sep-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",,,"Kanjorski, Paul E.","$1,877,477 ",,,Elizabeth A. Duke,,,,,,Stabilizing Neighborhoods: Lessons Learned from the Field,http://www.federalreserve.gov/newsevents/speech/duke20100901a.htm,"At the Federal Reserve REO and Vacant Properties Summit, Washington, D.C.",Federal Reserve REO and Vacant Properties Summit,,, Washington, D.C.,Elizabeth A. Duke,1
982,1/1/2011,,The Economic Outlook,"Comments on ""Regulating the Shadow Banking System""",http://www.federalreserve.gov/newsevents/speech/tarullo20100917a.htm,,,,Brookings Institution (BI),Brookings,1,17-Sep-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Daniel K. Tarullo,none,,,,,"Comments on ""Regulating the Shadow Banking System""",http://www.federalreserve.gov/newsevents/speech/tarullo20100917a.htm,"At the Brookings Panel on Economic Activity, Washington, D.C.",Brookings Panel on Economic Activity,Brookings,, Washington, D.C.,Daniel K. Tarullo,1
983,1/1/2011,,The Federal Reserve's Asset Purchase Program,Implications of the Financial Crisis for Economics,http://www.federalreserve.gov/newsevents/speech/bernanke20100924a.htm,,,1,Princeton University,"Center for Economic Policy Studies and the Bendheim Center for Finance, Princeton University",1,24-Sep-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Implications of the Financial Crisis for Economics,http://www.federalreserve.gov/newsevents/speech/bernanke20100924a.htm,"At the Conference Co-sponsored by the Center for Economic Policy Studies and the Bendheim Center for Finance, Princeton University, Princeton, New Jersey",Conference Co-sponsored by the Center for Economic Policy Studies and the Bendheim Center for Fi," Center for Economic Policy Studies and the Bendheim Center for Finance, Princeton University",,,,Ben S. Bernanke,3
984,2/1/2011,,From Community Banker to Central Banker--My Journey,Opening Remarks,http://www.federalreserve.gov/newsevents/speech/duke20100924a.htm,,,,,Federal Reserve Board,,24-Sep-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Opening Remarks,http://www.federalreserve.gov/newsevents/speech/duke20100924a.htm,"At the Public Hearing on the Home Mortgage Disclosure Act, Federal Reserve Board Building, Washington, D.C.",Public Hearing on the Home Mortgage Disclosure Act,Federal Reserve Board,, Federal Reserve Board Building, Washington,Elizabeth A. Duke,1
985,2/1/2011,,The Economic Outlook and Macroeconomic Policy,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100930a.htm,,,,,Federal Reserve Board,,30-Sep-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-fed,,,,,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100930a.htm,"At the Federal Reserve System Town Hall Meeting with Educators, Washington, D.C.",Federal Reserve System Town Hall Meeting with Educators,Federal Reserve Board,, Washington, D.C.,Ben S. Bernanke,3
986,2/1/2011,,Putting the Low Road Behind Us,Fiscal Sustainability and Fiscal Rules,http://www.federalreserve.gov/newsevents/speech/bernanke20101004a.htm,,,,,Rhode Island Public Expenditure Council,,4-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Fiscal Sustainability and Fiscal Rules,http://www.federalreserve.gov/newsevents/speech/bernanke20101004a.htm,"At the Annual Meeting of the Rhode Island Public Expenditure Council, Providence, Rhode Island",Annual Meeting of the Rhode Island Public Expenditure Council,Rhode Island Public Expenditure Council,, Providence, Rhode Island,Ben S. Bernanke,3
987,2/1/2011,,Global Imbalances: Links to Economic and Financial Stability,Macroprudential Supervision and Monetary Policy in the Post-crisis World,http://www.federalreserve.gov/newsevents/speech/yellen20101011a.htm,,,,National Association for Business Economics,National Association for Business Economics,,11-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Janet L. Yellen,none,,,,,Macroprudential Supervision and Monetary Policy in the Post-crisis World,http://www.federalreserve.gov/newsevents/speech/yellen20101011a.htm,"At the Annual Meeting of the National Association for Business Economics, Denver, Colorado",Annual Meeting of the National Association for Business Economics,National Association for Business Economics,, Denver, Colorado,Janet L. Yellen,2
988,2/1/2011,,Unconventional Monetary Policy and Central Bank Communications,Monetary Policy Objectives and Tools in a Low-Inflation Environment,http://www.federalreserve.gov/newsevents/speech/bernanke20101015a.htm,1,,,Federal Reserve Bank of Boston,Federal Reserve Bank of Boston,1,15-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-fed,,,,,Monetary Policy Objectives and Tools in a Low-Inflation Environment,http://www.federalreserve.gov/newsevents/speech/bernanke20101015a.htm,"At the Revisiting Monetary Policy in a Low-Inflation Environment Conference, Federal Reserve Bank of Boston, Boston, Massachusetts",Revisiting Monetary Policy in a Low-Inflation Environment Conference,Federal Reserve Bank of Boston,, Federal Reserve Bank of Bo,,Ben S. Bernanke,3
989,3/1/2011,,Challenges for State and Local Governments,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101019a.htm,,,,,Junior Achievement,,19-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101019a.htm,"At the Grand Opening of the Junior Achievement Finance Park, Fairfax, Virginia",Grand Opening of the Junior Achievement Finance Park,Junior Achievement,, Fairfax, Virginia,Ben S. Bernanke,3
990,3/1/2011,,Improving the International Monetary and Financial System,Come with Me to the FOMC,http://www.federalreserve.gov/newsevents/speech/duke20101019a.htm,,,1,New York University (NYU),New York University,1,19-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,none,,,,,Come with Me to the FOMC,http://www.federalreserve.gov/newsevents/speech/duke20101019a.htm,"At the Money Marketeers of New York University, New York, New York",Money Marketeers of New York University,New York University,, New York, New York,Elizabeth A. Duke,1
991,3/1/2011,,Community Banking in a Period of Recovery and Change,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm,1,1,,,Federal Reserve System and Federal Deposit Insurance Corporation,,25-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-fed,,,,,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm,"At the Federal Reserve System and Federal Deposit Insurance Corporation Conference on Mortgage Foreclosures and the Future of Housing, Arlington, Virginia",Federal Reserve System and Federal Deposit Insurance Corporation Conference on Mortgage Foreclos,Federal Reserve System and Federal Deposit Insurance Corporation,,,,Ben S. Bernanke,3
992,3/1/2011,,Changed Circumstances: The Impact of the Financial Crisis on the Economic Condition of Workers Near Retirement and of Business Owners,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm,,1,,,Federal Reserve System and Federal Deposit Insurance Corporation,,25-Oct-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,Fed-fed,,,,,Welcoming Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20101025a.htm,"At the Federal Reserve System and Federal Deposit Insurance Corporation Conference on Mortgage Foreclosures and the Future of Housing, Arlington, Virginia",Federal Reserve System and Federal Deposit Insurance Corporation Conference on Mortgage Foreclos,Federal Reserve System and Federal Deposit Insurance Corporation,,,,Ben S. Bernanke,3
993,3/1/2011,,Regulating Systemic Risk,Rejecting the Requiem,http://www.federalreserve.gov/newsevents/speech/warsh20101108a.htm,,,,Securities Industry and Financial Markets Association (SIFMA),Securities Industry and Financial Markets Association,,8-Nov-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Kevin Warsh,none,,,,,Rejecting the Requiem,http://www.federalreserve.gov/newsevents/speech/warsh20101108a.htm,"At the Securities Industry and Financial Markets Association, New York, New York",Securities Industry and Financial Markets Association,Securities Industry and Financial Markets Association,, New York, New York,Kevin Warsh,1
