multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
,,,"Kellogg School of Management, Northwestern University",1,16 Nov 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Policy Challenges for the Federal Reserve,http://www.federalreserve.gov/newsevents/speech/kohn20091116a.htm,"At the Kellogg Distinguished Lecture Series, Kellogg School of Management, Northwestern University, Evanston, Illinois",Kellogg Distinguished Lecture Series,"Kellogg School of Management, Northwestern University",, Kellogg School of Management, Northwestern University,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Economic Club of Washington ,,7 Dec 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Frequently Asked Questions,http://www.federalreserve.gov/newsevents/speech/bernanke20091207a.htm,"At the Economic Club of Washington D.C., Washington D.C.Ã_",Economic Club of Washington D.C.,Economic Club of Washington ,, Washington D.C.Ã_,,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,NeighborWorks Training Institute,,9 Dec 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Keys to Successful Neighborhood Stabilization,http://www.federalreserve.gov/newsevents/speech/duke20091209a.htm,"At the Community Stabilization Symposium, NeighborWorks Training Institute, National Harbor, Maryland",Community Stabilization Symposium,NeighborWorks Training Institute,, NeighborWorks Training Institute, National Harbor,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,Federal Reserve Bank of Boston,Federal Reserve Bank of Boston,1,10 Dec 2009,2009,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,Fed-Fed,,,,Envisioning a Future for Housing Finance,http://www.federalreserve.gov/newsevents/speech/duke20091210a.htm,"At the Mortgage Foreclosure Policy Conference, Federal Reserve Bank of Chicago, Chicago, Illinois",Mortgage Foreclosure Policy Conference,Federal Reserve Bank of Boston,, Federal Reserve Bank of Chicago, Chicago,Elizabeth A. Duke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,American Economic Association (AEA),American Economic Association,1,3 Jan 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Monetary Policy and the Housing Bubble,http://www.federalreserve.gov/newsevents/speech/bernanke20100103a.htm,"At the Annual Meeting of the American Economic Association, Atlanta, Georgia",Annual Meeting of the American Economic Association,American Economic Association,, Atlanta, Georgia,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,American Economic Association (AEA),American Economic Association,1,3 Jan 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,"Monetary Policy in the Crisis: Past, Present, and Future",http://www.federalreserve.gov/newsevents/speech/kohn20100103a.htm,"At the Brimmer Policy Forum, American Economic Association Annual Meeting, Atlanta, Georgia",Brimmer Policy Forum,American Economic Association,, American Economic Association Annual Meeting, Atlanta,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Greater Raleigh Chamber of Commerce,,4 Jan 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/duke20100104a.htm,"At the Economic Forecast Forum, Raleigh, North Carolina",Economic Forecast Forum,Greater Raleigh Chamber of Commerce,, Raleigh, North Carolina,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Federal Deposit Insurance Corporation,,29 Jan 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Focusing on Bank Interest Rate Risk Exposure,http://www.federalreserve.gov/newsevents/speech/kohn20100129a.htm,"At the Federal Deposit Insurance Corporation's Symposium on Interest Rate Risk Management, Arlington, Virginia",Federal Deposit Insurance Corporation's Symposium on Interest Rate Risk Management,Federal Deposit Insurance Corporation,, Arlington, V,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Federal Reserve Board,,3 Feb 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Swearing-In Ceremony Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100203a.htm,"At the Ceremonial Swearing-In, Federal Reserve Board, Washington, D.C.",Ceremonial Swearing-In,Federal Reserve Board,, Federal Reserve Board, Washington,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,New York Association for Business Economics,,3 Feb 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Kevin Warsh,none,,,,Regulation and Its Discontents,http://www.federalreserve.gov/newsevents/speech/warsh20100203a.htm,"At the New York Association for Business Economics, New York, New York",New York Association for Business Economics,New York Association for Business Economics,, New York, New York,Kevin Warsh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Economic Club of Hampton Roads,,18 Feb 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,Yes-Dates not available,,Director-SD,,Unusual and Exigent: My First Year at the Fed,http://www.federalreserve.gov/newsevents/speech/duke20100218a.htm,"At the Economics Club of Hampton Roads, Norfolk, Virginia",Economics Club of Hampton Roads,Economic Club of Hampton Roads,, Norfolk, Virginia,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,U.S. Monetary Policy Forum,,26 Feb 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Financial Regulatory Reform,http://www.federalreserve.gov/newsevents/speech/tarullo20100226a.htm,"At the U.S. Monetary Policy Forum, New York, New York",U.S. Monetary Policy Forum,U.S. Monetary Policy Forum,, New York, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Harvard University,Harvard Law School Program on International Financial Systems ,1,18 Mar 2010,2010,"Frank, Barney","$4,052,944","$6,250",73,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,6 years ,1987,Professor (Non-Brd),-23,Toward an Effective Resolution Regime for Large Financial Institutions,http://www.federalreserve.gov/newsevents/speech/tarullo20100318a.htm,"At the Symposium on Building the Financial System of the 21st Century, Armonk, New York",Symposium on Building the Financial System of the 21st Century,Harvard Law School Program on International Financial Systems ,, Armonk, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Independent Community Bankers of America,,20 Mar 2010,2010,"Frank, Barney","$4,052,944","$10,000",24,"Kanjorski, Paul E.","$1,877,477","$10,000",16,Ben S. Bernanke,none,,,,Preserving a Central Role for Community Banking,http://www.federalreserve.gov/newsevents/speech/bernanke20100320a.htm,"At the Independent Community Bankers of America National Convention, Orlando, Florida",Independent Community Bankers of America National Convention,Independent Community Bankers of America,, Orlando, Florida,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Davidson College,,24 Mar 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Homework Assignments for Monetary Policymakers,http://www.federalreserve.gov/newsevents/speech/kohn20100324a.htm,"At the Cornelson Distinguished Lecture at Davidson College, Davidson, North Carolina",Cornelson Distinguished Lecture at Davidson College,Davidson College,, Davidson, North Carolina,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,International Research Forum on Monetary Policy,,26 Mar 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Lessons from the Crisis Stress Tests,http://www.federalreserve.gov/newsevents/speech/tarullo20100326a.htm,"At the Federal Reserve Board International Research Forum on Monetary Policy, Washington, D.C.",Federal Reserve Board International Research Forum on Monetary Policy,International Research Forum on Monetary Policy,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Shadow Open Market Committee,,26 Mar 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Kevin Warsh,none,,,,An Ode to Independence,http://www.federalreserve.gov/newsevents/speech/warsh20100326a.htm,"At the Shadow Open Market Committee, New York, New York",Shadow Open Market Committee,Shadow Open Market Committee,, New York, New York,Kevin Warsh,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Western Independent Bankers,,31 Mar 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Restoring Credit to Communities,http://www.federalreserve.gov/newsevents/speech/duke20100331a.htm,"At the Fifty-third Annual Western Independent Bankers Conference, Scottsdale, Arizona",Fifty-third Annual Western Independent Bankers Conference,Western Independent Bankers,, Scottsdale, Arizona,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Dallas Regional Chamber,,7 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,"Economic Challenges: Past, Present, and Future",http://www.federalreserve.gov/newsevents/speech/20100407a.htm,"At the Dallas Regional Chamber, Dallas, Texas",Dallas Regional Chamber,Dallas Regional Chamber,, Dallas, Texas,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Center for the Study of the Presidency and Congress,,8 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Economic Policy: Lessons from History,http://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm,"At the 43rd Annual Alexander Hamilton Awards Dinner, Center for the Study of the Presidency and Congress, Washington, D.C.",43rd Annual Alexander Hamilton Awards Dinner,Center for the Study of the Presidency and Congress,, Center for the Study of the Presidency and Congres,,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,8 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,Fed-Fed,,,,The Present and Future of Community Banking,http://www.federalreserve.gov/newsevents/speech/tarullo20100408a.htm,"At the Federal Reserve Bank of New York Community BankersÃ• Conference, New York, New York",Federal Reserve Bank of New York Community BankersÃ• Conference,Federal Reserve Bank of San Francisco,, New York, New York,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Federal Reserve Bank of San Francisco (FRBSF),Federal Reserve Bank of San Francisco,1,8 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,Fed-fed,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/kohn20100408a.htm,"At the Federal Reserve Bank of San Francisco Community Leaders Luncheon, San Francisco, California",Federal Reserve Bank of San Francisco Community Leaders Luncheon,Federal Reserve Bank of San Francisco,, San Francisco, California,Donald L. Kohn,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Jump$tart Coalition,,8 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,The Importance of Financial Education,http://www.federalreserve.gov/newsevents/speech/duke20100408a.htm,"At the Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event, Washington, D.C.",Jump$tart Coalition Investing in Our Future: Financial Education and Washington Event,Jump$tart Coalition,, Washingto,,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
,,,Council of Institutional Investors,,13 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Daniel K. Tarullo,none,,,,Involving Markets and the Public in Financial Regulation,http://www.federalreserve.gov/newsevents/speech/tarullo20100413a.htm,"At the Council of Institutional Investors Meeting, Washington, D.C.",Council of Institutional Investors Meeting,Council of Institutional Investors,, Washington, D.C.,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
,,,National Bankers Association Foundation,,13 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Fostering Financial Literacy,http://www.federalreserve.gov/newsevents/speech/bernanke20100413a.htm,"At the National Bankers Association Foundation Financial Literacy Summit Reception, Washington, D.C.",National Bankers Association Foundation Financial Literacy Summit Reception,National Bankers Association Foundation,, Washington, D.C.,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,International Economic Development Council and Federal Economic Development Forum,,19 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Issues in Economic Development,http://www.federalreserve.gov/newsevents/speech/duke20100419a.htm,"At the International Economic Development CouncilÃ•s Federal Economic Development Forum, Alexandria, Virginia",International Economic Development CouncilÃ•s Federal Economic Development Forum,International Economic Development Council and Federal Economic Development Forum,, Alexandria, Vi,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Federal Reserve Board,,21 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100421a.htm,"At the New $100 Note Unveiling Event, U.S. Treasury Department, Washington, D.C.",New $100 Note Unveiling Event,Federal Reserve,, U.S. Treasury Department, Washington,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
,,,National Commission on Fiscal Responsibility and Reform,,27 Apr 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,Achieving Fiscal Sustainability,http://www.federalreserve.gov/newsevents/speech/bernanke20100427a.htm,"At the National Commission on Fiscal Responsibility and Reform, Washington, D.C.",National Commission on Fiscal Responsibility and Reform,National Commission on Fiscal Responsibility and Reform,, Washington, D.C.,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
,,,CLARIFI,,1 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Women and Money: Challenging the Myths,http://www.federalreserve.gov/newsevents/speech/duke20100501a.htm,"At the Consumer Credit Counseling Services of Delaware Valley Financially Hers Program, Philadelphia, Pennsylvania",Consumer Credit Counseling Services of Delaware Valley Financially Hers Program,CLARIFI,, Philadelphia, P,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,6 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,The Supervisory Capital Assessment Program--One Year Later,http://www.federalreserve.gov/newsevents/speech/bernanke20100506a.htm,"At the Federal Reserve Bank of Chicago 46th Annual Conference on Bank Structure and Competition, Chicago, Illinois",Federal Reserve Bank of Chicago 46th Annual Conference on Bank Structure and Competition,Federal Reserve Bank of Chicago,, Chicag,,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,University of South Carolina,,8 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,The Economics of Happiness,http://www.federalreserve.gov/newsevents/speech/bernanke20100508a.htm,"At the University of South Carolina Commencement Ceremony, Columbia, South Carolina",University of South Carolina Commencement Ceremony,University of South Carolina,, Columbia, South Carolina,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,International Monetary Fund,,11 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,Global Imbalances,http://www.federalreserve.gov/newsevents/speech/kohn20100511a.htm,"At the High-Level Conference on the International Monetary System, Zurich, Switzerland",High-Level Conference on the International Monetary System,International Monetary Fund,, Zurich, Switzerland,Donald L. Kohn,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,Carleton University,,13 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Donald L. Kohn,none,,,,The Federal Reserve's Policy Actions during the Financial Crisis and Lessons for the Future,http://www.federalreserve.gov/newsevents/speech/kohn20100513a.htm,"At the Carleton University, Ottawa, Canada",Carleton University,Carleton University,, Ottawa, Canada,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Institute for Monetary and Economic Studies,,25 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,"Central Bank Independence, Transparency, and Accountability",http://www.federalreserve.gov/newsevents/speech/bernanke20100525a.htm,"At the Institute for Monetary and Economic Studies International Conference, Bank of Japan, Tokyo, Japan",Institute for Monetary and Economic Studies International Conference,Institute for Monetary and Economic Studies,, Bank of Japan, Tokyo,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Bank of Korea,,30 May 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,none,,,,The Policy Response to the Crisis in Korea and Other Emerging Market Economies,http://www.federalreserve.gov/newsevents/speech/bernanke20100530a.htm,"At the Bank of Korea's International Conference, Seoul, Korea (via video recording)",Bank of Korea's International Conference,Bank of Korea,, Seoul, Korea (via video recording),Ben S. Bernanke,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Board of Governors of the Federal Reserve System,,3 Jun 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Brief Remarks,http://www.federalreserve.gov/newsevents/speech/bernanke20100603a.htm,"At the Meeting on Addressing the Financing Needs of Michigan's Small Businesses, Detroit, Michigan",Meeting on Addressing the Financing Needs of Michigan's Small Businesses, Board of Governors of the Federal Reserve System,, Detroit, Michigan,Ben S. Bernanke,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,Consumer Banker's Association,,8 Jun 2010,2010,"Frank, Barney","$4,052,944",NONE,NONE,"Kanjorski, Paul E.","$1,877,477",NONE,NONE,Elizabeth A. Duke,none,,,,Moving Beyond the Financial Crisis,http://www.federalreserve.gov/newsevents/speech/duke20100608a.htm,"At the Consumer Bankers Association Annual Conference, Hollywood, Florida",Consumer Bankers Association Annual Conference,Consumer Banker's Association,, Hollywood, Florida,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
