multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
,,,Financial Executives International Chicago Chapter,,15 Jul 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Business Financial Conditions and Relationships with Bankers ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040715/default.htm,"At the Financial Executives International Chicago Chapter Dinner, Chicago, Illinois",Financial Executives International Chicago Chapter Dinner,Financial Executives International Chicago Chapter,, Chicago, Illinois,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Risk Management Association and Consumer Bankers Association,,16 Jul 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Using Enterprise-Wide Risk Management to Effectively Execute Business Strategies ,http://www.federalreserve.gov/boarddocs/speeches/2004/20040716/default.htm,"At the Risk Management Association and Consumer Bankers Association Retail Risk Conference, Chicago Illinois",Risk Management Association and Consumer Bankers Association Retail Risk Conference,Risk Management Association and Consumer Bankers Association,, Chicago Ill,,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,The Exchequer Club of Washington,,21 Jul 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Roger W. Ferguson,none,,,,"A Retrospective on Business-Cycle Recoveries: Are ""Jobless"" Recoveries the New Norm? ",http://www.federalreserve.gov/boarddocs/speeches/2004/20040721/default.htm,"The Exchequer Club of Washington Luncheon, Washington, D.C.",chequer Club of Washington Luncheon,The Exchequer Club of Washington,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,12 Aug 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,Fed-Fed,,,,Corporate Governance and Risk Management at Community Banks ,http://www.federalreserve.gov/boarddocs/speeches/2004/200408122/default.htm,"At the Federal Reserve Bank of Chicago Community Bank Directors Conference, Chicago, Illinois",Federal Reserve Bank of Chicago Community Bank Directors Conference,Federal Reserve Bank of Chicago,, Chicago, Illinois,Susan Schmidt Bies,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,,Retirement Research Consortium,,12 Aug 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Rules for Assessing Social Security Reform,http://www.federalreserve.gov/boarddocs/speeches/2004/20040812/default.htm,"At the Retirement Research Consortium Annual Conference, Washington, D.C.",Retirement Research Consortium Annual Conference,Retirement Research Consortium,, Washington, D.C.,Edward M. Gramlich,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,27 Aug 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,Fed-Fed,,,,Opening remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040827/default.htm,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City, Federal Reserve Bank of Kansas City,, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Neighborhood Housing Services of America,,10 Sep 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Edward M. Gramlich,Not Found in Fed Boardex,,,,Introductory remarks,http://www.federalreserve.gov/boarddocs/speeches/2004/20040910/default.htm,"At the 30th anniversary of the Neighborhood Housing Services of America, Washington, D.C.",30th anniversary of the Neighborhood Housing Services of America,Neighborhood Housing Services of America,, Washington, D.C.,Edward M. Gramlich,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
,,Federal Reserve Bank of Kansas City,Federal Reserve Bank of Kansas City,1,16 Sep 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Edward M. Gramlich,Fed-Fed,,,,Oil Shocks and Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2004/20040916/default.htm,"At the Annual Economic Luncheon, Federal Reserve Bank of Kansas City, Kansas City, Missouri",Annual Economic Luncheon, Federal Reserve Bank of Kansas City,, Federal Reserve Bank of Kansas City, Kansas City,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,Cincinnati Chapter of the Ohio Society of Certified Public Accountants,,28 Sep 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Challenges Facing the Accounting Profession Today,http://www.federalreserve.gov/boarddocs/speeches/2004/20040928/default.htm,"To the Cincinnati Chapter of the Ohio Society of Certified Public Accountants, Cincinnati, Ohio",Cincinnati Chapter of the Ohio Society of Certified Public Accountants,Cincinnati Chapter of the Ohio Society of Certified Public Accountants,, Cincinnati, Ohio,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Bond Market Association,,30 Sep 2004,2004,"Oxley, Michael G.","$1,788,687","$10,000",18,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Developments in Financial Markets and Financial Management,http://www.federalreserve.gov/boarddocs/speeches/2004/20040930/default.htm,"At the Bond Market Association's Regional Bond Traders and Sales Managers Roundtable, Irving, Texas",Bond Market Association's Regional Bond Traders and Sales Managers Roundtable,Bond Market Association,, Irving, Texas,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Institute of International Bankers,,4 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,none,,,,The Implementation of Basel II: Some Issues for Cross-Border Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041004/default.htm,"At the Institute of International Bankers' Annual Breakfast Dialogue, Washington, D.C.",Institute of International Bankers' Annual Breakfast Dialogue,Institute of International Bankers,, Washington, D.C.,Ben S. Bernanke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,1,American Bankers Association (ABA),American Bankers Association ,1,5 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,none,,,,Banking,http://www.federalreserve.gov/boarddocs/speeches/2004/20041005/default.htm,"At the American Bankers Association Annual Convention, New York, New York",American Bankers Association Annual Convention,American Bankers Association ,, New York, New York,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,National Bankers Association,,6 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Roger W. Ferguson,none,,,,Questions and Reflections on the Personal Saving Rate,http://www.federalreserve.gov/boarddocs/speeches/2004/20041006/default.htm,"To the National Bankers Association, Nashville, Tennessee",National Bankers Association,National Bankers Association,, Nashville, Tennessee,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Federal Reserve Bank of St Louis,Federal Reserve Bank of St. Louis,1,7 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,none,,,,Monetary policy twenty-five years after October 1979,http://www.federalreserve.gov/boarddocs/speeches/2004/200410073/default.htm,"To the Conference on Reflections on Monetary Policy Twenty-Five Years after October 1979, Federal Reserve Bank of St. Louis, St. Louis, Missouri, (via videoconference)",Conference on Reflections on Monetary Policy Twenty-Five Years after October 1979, Federal Reserve Bank of St. Louis,, Federal Reser,,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Japan Society,,7 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,none,,,,Central Bank Talk and Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2004/200410072/default.htm,"At the Japan Society Corporate Luncheon, New York, New York",Japan Society Corporate Luncheon,Japan Society,, New York, New York,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Unkown,,7 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",,,"Leach, James A.S.","$528,832",,,Roger W. Ferguson,,,,,Free Trade: What Do Economists Really Know?,http://www.federalreserve.gov/boarddocs/speeches/2004/20041007/default.htm,"At the Conference on Trade and the Future of American Workers, Washington, D.C.",Conference on Trade and the Future of American Workers,,, Washington, D.C.,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
,,Federal Reserve Bank of St Louis,Federal Reserve Bank of St. Louis,1,8 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Roger W. Ferguson,Fed-Fed,,,,Panel discussion: Safeguarding Good Policy Practice through Maintaining Flexibility,http://www.federalreserve.gov/boarddocs/speeches/2004/200410082/default.htm,"To the Conference on Reflections on Monetary Policy 25 Years after October 1979, Federal Reserve Bank of St. Louis, St. Louis, Missouri",Conference on Reflections on Monetary Policy 25 Years after October 1979, Federal Reserve Bank of St. Louis,, Federal Reserve Bank o,,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,Federal Reserve Bank of St Louis,Federal Reserve Bank of St. Louis,1,8 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,Fed-Fed,,,,Panel discussion: What Have We Learned Since October 1979?,http://www.federalreserve.gov/boarddocs/speeches/2004/20041008/default.htm,"To the Conference on Reflections on Monetary Policy 25 Years after October 1979, Federal Reserve Bank of St. Louis, St. Louis, Missouri",Conference on Reflections on Monetary Policy 25 Years after October 1979, Federal Reserve Bank of St. Louis,, Federal Reserve Bank o,,Ben S. Bernanke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Cato Institute,,14 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,none,,,,International Monetary Reform and Capital Freedom,http://www.federalreserve.gov/boarddocs/speeches/2004/20041014/default.htm,"At the Cato Institute 22nd Annual Monetary Conference, Washington, D.C.",Cato Institute 22nd Annual Monetary Conference,Cato Institute,, Washington, D.C.,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,European Central Bank,European Central Bank ,1,15 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Donald L. Kohn,none,,,,"How Should Policymakers Deal with Low-Probability, High-Impact Events?",http://www.federalreserve.gov/boarddocs/speeches/2004/20041015/default.htm,"At the European Central Bank Conference on Monetary Policy and Imperfect Knowledge, WÂŸrzburg, Germany",European Central Bank Conference on Monetary Policy and Imperfect Knowledge,European Central Bank ,, WÂŸrzburg, Germany,Donald L. Kohn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,,,National Italian American Foundation,,15 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,none,,,,Oil,http://www.federalreserve.gov/boarddocs/speeches/2004/200410152/default.htm,"To the National Italian American Foundation, Washington, D.C.",National Italian American Foundation,National Italian American Foundation,, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,America's Community Bankers,,19 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,none,,,,The mortgage market and consumer debt,http://www.federalreserve.gov/boarddocs/speeches/2004/20041019/default.htm,"At AmericaÃ•s Community Bankers Annual Convention, Washington, D.C.",ricaÃ•s Community Bankers Annual Convention,AmericaÃ•s Community Bankers,, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Darton College,,21 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,none,,,,Oil and the Economy,http://www.federalreserve.gov/boarddocs/speeches/2004/20041021/default.htm,"At the Distinguished Lecture Series, Darton College, Albany, Georgia",Distinguished Lecture Series, Darton College,, Darton College, Albany,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,University of Connecticut School of Law,,21 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Enterprise Perspectives in Financial Institution Supervision,http://www.federalreserve.gov/boarddocs/speeches/2004/200410212/default.htm,"At the University of Connecticut School of Law, Connecticut Law Review Symposium, Hartford, Connecticut",University of Connecticut School of Law,University of Connecticut School of Law,, Connecticut Law Review Symposium, Hartford,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,American Association of Individual Investors Washington Chapte,,23 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,The Federal Reserve System and the Economy,http://www.federalreserve.gov/boarddocs/speeches/2004/20041023/default.htm,"At the American Association of Individual Investors Washington Chapter Meeting, Arlington, Virginia",American Association of Individual Investors Washington Chapter Meeting,American Association of Individual Investors Washington Chapte,, Arlington, Virginia,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,The Citadel,,26 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Roger W. Ferguson,none,,,,Factors Influencing Business Investment,http://www.federalreserve.gov/boarddocs/speeches/2004/20041026/default.htm,"At the Greater Issues Series, The Citadel, Charleston, South Carolina",Greater Issues Series,The Citadel,, The Citadel, Charleston,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,University of Connecticut School of Business Graduate Learning Center and the SS&C Technologies,,29 Oct 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Roger W. Ferguson,none,,,,Equilibrium Real Interest Rate: Theory and Application,http://www.federalreserve.gov/boarddocs/speeches/2004/20041029/default.htm,"To the University of Connecticut School of Business Graduate Learning Center and the SS&C Technologies Financial Accelerator, Hartford, Connecticut",University of Connecticut School of Business Graduate Learning Center and the SS&C Technologies,University of Connecticut School of Business Graduate Learning Center and the SS&C Technologies,,,,Roger W. Ferguson,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,Securities Industry and Financial Markets Association (SIFMA),Securities Industry Association,,5 Nov 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Financial Supervision Issues,http://www.federalreserve.gov/boarddocs/speeches/2004/20041105/default.htm,"At the Securities Industry Association Annual Meeting, Boca Raton, Florida",Securities Industry Association Annual Meeting,Securities Industry Association,, Boca Raton, Florida,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Fraser Institute,,15 Nov 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Mark W. Olson,none,,,,Recent Economic Experience and Outlook,http://www.federalreserve.gov/boarddocs/speeches/2004/20041115/default.htm,"At the Fraser Institute Roundtable Luncheon, Toronto, Canada",Fraser Institute Roundtable Luncheon,Fraser Institute,, Toronto, Canada,Mark W. Olson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,International Association of Credit Portfolio Managers,,18 Nov 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,Fair Value Accounting,http://www.federalreserve.gov/boarddocs/speeches/2004/20041118/default.htm,"To the International Association of Credit Portfolio Managers General Meeting, New York, New York",International Association of Credit Portfolio Managers General Meeting,International Association of Credit Portfolio Managers,, New York, New York,Susan Schmidt Bies,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,European Banking Congress 2004,,19 Nov 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Alan Greenspan,none,,,,Panel discussion: Euro in Wider Circles,http://www.federalreserve.gov/boarddocs/speeches/2004/20041119/default.htm,"At the European Banking Congress 2004, Frankfurt, Germany",European Banking Congress 2004,European Banking Congress 2004,, Frankfurt, Germany,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,the National Economists Club,,2 Dec 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Ben S. Bernanke,none,,,,The Logic of Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2004/20041202/default.htm,"Before the National Economists Club, Washington, D.C.",the National Economists Club,the National Economists Club,, Washington, D.C.,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,International Center for Business Information,,7 Dec 2004,2004,"Oxley, Michael G.","$1,788,687",NONE,NONE,"Leach, James A.S.","$528,832",NONE,NONE,Susan Schmidt Bies,none,,,,ItÃ•s Not Just about the Models: Recognizing the Importance of Qualitative Factors in an Effective Risk-Management Process,http://www.federalreserve.gov/boarddocs/speeches/2004/20041207/default.htm,"At the International Center for Business InformationÃ•s Risk Management 2004 Conference Geneva, Switzerland",International Center for Business InformationÃ•s Risk Management 2004 Conference Geneva,International Center for Business Information,, Switzer,,Susan Schmidt Bies,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,,Wharton/Sloan/Mercer Oliver Wyman Institute Conference Ã’Financial Risk Management in PracticeÃ,,6 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Donald L. Kohn,none,,,,"Crisis Management: The Known, the Unknown, and the Unknowable",http://www.federalreserve.gov/boarddocs/speeches/2005/20050106/default.htm,"Wharton/Sloan/Mercer Oliver Wyman Institute Conference Ã’Financial Risk Management in PracticeÃ“ Philadelphia, Pennsylvania",n/Sloan/Mercer Oliver Wyman Institute Conference Ã’Financial Risk Management in PracticeÃ“ Philad,Wharton/Sloan/Mercer Oliver Wyman Institute Conference Ã’Financial Risk Management in PracticeÃ,,,,Donald L. Kohn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,Allied Social Science Associations,,7 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,Interpreting Labor Market Statistics in the Context of Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2005/200501072/default.htm,"To the 2005 Annual Convention, Allied Social Science Associations, Philadelphia, Pennsylvania",2005 Annual Convention, Allied Social Science Associations,, Allied Social Science Associations, Philadelphia,Roger W. Ferguson,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
,,American Economic Association (AEA),American Economic Association,1,7 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,Panel Discussion: The Transition from Academic to Policymaker,http://www.federalreserve.gov/boarddocs/speeches/2005/20050107/default.htm,"At the Annual Meeting of the American Economic Association, Philadelphia, Pennsylvania",Annual Meeting of the American Economic Association,American Economic Association,, Philadelphia, Pennsylvania,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,American Economic Association (AEA),American Economic Association,1,9 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Donald L. Kohn,none,,,,Central Bank Communication,http://www.federalreserve.gov/boarddocs/speeches/2005/20050109/default.htm,"At the Annual Meeting of the American Economic Association, Philadelphia, Pennsylvania",Annual Meeting of the American Economic Association,American Economic Association,, Philadelphia, Pennsylvania,Donald L. Kohn,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Stanford Institute for Economic Policy Research,,12 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,Recessions and Recoveries Associated with Asset-Price Movements: What Do We Know?,http://www.federalreserve.gov/boarddocs/speeches/2005/20050112/default.htm,"At the Stanford Institute for Economic Policy Research, Stanford, California, Vice Chairman Roger W. Ferguson, Jr. presented identical remarks at the Real Estate Roundtable, Washington, D.C., on January 27, 2005",Stanford Institute for Economic Policy Research,Stanford Institute for Economic Policy Research,, Stanford, California,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Financial Executives International Baltimore Chapter,,18 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,The Economy and Challenges in Retirement Savings,http://www.federalreserve.gov/boarddocs/speeches/2005/20050118/default.htm,"To Financial Executives International Baltimore Chapter, Baltimore, Maryland",ancial Executives International Baltimore Chapter,Financial Executives International Baltimore Chapter,, Baltimore, Maryland,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
,,,Council on Foreign Relations,,19 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,Productivity,http://www.federalreserve.gov/boarddocs/speeches/2005/20050119/default.htm,"At the C. Peter McColough Roundtable Series on International Economics, Council on Foreign Relations, New York, New York, Governor Ben S. Bernanke presented identical remarks at the University of Arkansas at Little Rock Business Forum, Little Rock, Arkansas, on February 24, 2005 ",C. Peter McColough Roundtable Series on International Economics,Council on Foreign Relations,, Council on Foreign Relations, N,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Stanford Institute for Economic Policy Research,,27 Jan 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Roger W. Ferguson,none,,,,Recessions and Recoveries Associated with Asset-Price Movements: What Do We Know?,http://www.federalreserve.gov/boarddocs/speeches/2005/20050112/default.htm,"At the Real Estate Roundtable, Washington, D.C., Vice Chairman Roger W. Ferguson, Jr. presented identical remarks at the Stanford Institute for Economic Policy Research, Stanford, California, on January 12, 2005 ",Real Estate Roundtable,Stanford Institute for Economic Policy Research,, Washington, D.C.,Roger W. Ferguson,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Unkown,,4 Feb 2005,2005,"Oxley, Michael G.","$525,321",,,"Leach, James A.S.","$491,433",,,Alan Greenspan,,,,,Current account,http://www.federalreserve.gov/boarddocs/speeches/2005/20050204/default.htm,"At Advancing Enterprise 2005 Conference, London, England",Advancing  Enterprise 2005 Conference,,, London, England,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,"Fife College, Kirkcaldy Scotland",,6 Feb 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Alan Greenspan,none,,,,Adam Smith,http://www.federalreserve.gov/boarddocs/speeches/2005/20050206/default.htm,"At the Adam Smith Memorial Lecture, Kirkcaldy, Scotland",Adam Smith Memorial Lecture,"Fife College, Kirkcaldy Scotland",, Kirkcaldy, Scotland,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,University of Tennessee,,7 Feb 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Susan Schmidt Bies,none,,,,Behind the Scenes at the FOMC: How the Federal Reserve Determines Monetary Policy,http://www.federalreserve.gov/boarddocs/speeches/2005/20050207/default.htm,"At the Academic Speaker Series, University of Tennessee, Martin, Tennessee",Academic Speaker Series, University of Tennessee,, University of Tennessee, Martin,Susan Schmidt Bies,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,Stanford Institute for Economic Policy Research,,11 Feb 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,6 years,1985,Associate Professor (Non-Brd),-20,Inflation in Latin America: A New Era? ,http://www.federalreserve.gov/boarddocs/speeches/2005/20050211/default.htm,"At the Stanford Institute for Economic Policy Research Economic Summit, Stanford, California",Stanford Institute for Economic Policy Research Economic Summit,Stanford Institute for Economic Policy Research,, Stanford, California,Ben S. Bernanke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
,,,University of Arkansas,,24 Feb 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Ben S. Bernanke,none,,,,Productivity,http://www.federalreserve.gov/boarddocs/speeches/2005/20050119/default.htm,"At the University of Arkansas at Little Rock Business Forum, Little Rock, Arkansas, Governor Ben S. Bernanke presented identical remarks at the C. Peter McColough Roundtable Series on International Economics, Council on Foreign Relations, New York, New York, on January 19, 2005 ",University of Arkansas at Little Rock Business Forum,University of Arkansas,, Little Rock, Arkansas,Ben S. Bernanke,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
,,,Credit Union National Association,,28 Feb 2005,2005,"Oxley, Michael G.","$525,321",NONE,NONE,"Leach, James A.S.","$491,433",NONE,NONE,Mark W. Olson,none,,,,Loan Quality and How It Reflects the Overall Economy,http://www.federalreserve.gov/boarddocs/speeches/2005/20050228/default.htm,"At the Government Affairs Conference of the Credit Union National Association, Washington, D.C.",Government Affairs Conference of the Credit Union National Association, Credit Union National Association,, Washington, D.C.,Mark W. Olson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
