initialorder,Date,speechtitle,TestimonyHyperlink,name,position_cat1,position_cat2,committefull,CleanFullCommitteeName1,CleanFullCommitteeName2,SubCommittee,duplicatespeech,legislature,full_date,HearingNumber,TranscriptHyperlink,FedLetterCorrespondence,attendance,laughter,SecondTestimony,SpecialInterest,
243,27-Feb-2002,Federal Reserve Boardâ€™s semiannual monetary policy report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2002/february/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,,House,27/02/2002,"107-56
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg78399/html/CHRG-107hhrg78399.htm,,,7,,,
262,28-Feb-2001,Federal Reserve Boardâ€™s semiannual monetary policy report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2001/february/testimony2.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives",Committee on Financial Services,,,"This presentation updates the testimony given by Chairman Greenspan before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on February 13, 2001",House,28/02/2001,"107-1
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg70750/html/CHRG-107hhrg70750.htm,,,0,,,
147,18-Jul-2007,Semiannual Monetary Policy Report to the Congress,http://www.federalreserve.gov/newsevents/testimony/bernanke20070718a.htm,Ben S. Bernanke,Chairman,,"Financial Services, U.S. House of Representatives Chairman Bernanke presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate",Committee on Financial Services,,,,House,18/07/2007,"110-52
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg38392/html/CHRG-110hhrg38392.htm,,,0,,,
252,18-Jul-2001,Federal Reserve Boardâ€™s semiannual monetary policy report to the Congress,http://www.federalreserve.gov/boarddocs/hh/2001/july/testimony.htm,Alan Greenspan,Chairman,,"Financial Services, U.S. House of Representatives, Chairman Greenspan presented identical testimony before the Committee on Banking, Housing, and Urban Affairs, U.S. Senate, on July 24, 2001",Committee on Financial Services,,,,House,18/07/2001,"107-35
",http://www.gpo.gov/fdsys/pkg/CHRG-107hhrg74156/html/CHRG-107hhrg74156.htm,,,0,,,
339,3-Mar-1998,The current Asian crisis,http://www.federalreserve.gov/boarddocs/testimony/1998/199803032.htm,Alan Greenspan,Chairman,,"Foreign Operations of the Committee on Appropriations, U.S. Senate",Committee on Appropriations,Subcommittee on Foreign Operations,1,,Senate,03/03/1998,,,,,,,,
342,12-Feb-1998,The current Asian crisis and the dynamics of international finance,http://www.federalreserve.gov/boarddocs/testimony/1998/19980212.htm,Alan Greenspan,Chairman,,"Foreign Relations, U.S. Senate",Committee on Foreign Relations,,,,Senate,12/02/1998,,,,,,,,
296,20-Apr-1999,Reporting requirements under the Bank Secrecy Act,http://www.federalreserve.gov/boarddocs/testimony/1999/19990420.htm,Richard A. Small,Assistant Director,Division of Banking Supervision and Regulation,"General Oversight and Investigations and the Subcommittee on Financial Institutions and Consumer Credit, Committee on Banking and Financial Services, U.S. House of Representatives",Committee on Banking and Financial Services,Subcommittee on General Oversight and Investagations and the Subcommittee on Financial Institutions and Consumer Credit,1,,House,20/04/1999,,,,,,,,
14,21-Mar-2012,The European Economic and Financial Situation,http://www.federalreserve.gov/newsevents/testimony/bernanke20120321a.htm,Ben S. Bernanke,Chairman,,"Government Oversight and Reform, U.S. House of Representatives",Committee on Government Oversight and Reform ,,,,House,21/03/2012,,,,,,,,
53,24-Sep-2010,Incentive Compensation,http://www.federalreserve.gov/newsevents/testimony/alvarez20100924a.htm,Scott G. Alvarez,General Counsel,,House Committee on Financial Services,Committee on Financial Services,,,,Joint,24/09/2010,,,,,,,,
162,20-Sep-2006,Non-traditional mortgage products,http://www.federalreserve.gov/newsevents/testimony/braunstein20060920a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Housing and Transportation and the Subcommittee on Economic Policy, Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Housing and Transportation and Subcommittee on Economic Policy ,1,,Senate,20/09/2006,"S. Hrg. 109-1083
",http://www.gpo.gov/fdsys/pkg/CHRG-109shrg50305/html/CHRG-109shrg50305.htm,,,0,,,
334,29-Apr-1998,Improving the consumer price index,http://www.federalreserve.gov/boarddocs/testimony/1998/19980429.htm,Edward M. Gramlich,Governor,,"Human Resources of the Committee on Government Reform and Oversight, U.S. House of Representatives",Committee on Government Reform and Oversight,Subcommittee on Human Resources,1,,House,29/04/1998,,,,,,,,
29,13-Jul-2011,Mortgage origination,http://www.federalreserve.gov/newsevents/testimony/braunstein20110713a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Insurance, Housing, and Community Opportunity, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,"Subcommittee on Insurance, Housing, and Community Oportunity",1,,House,13/07/2011,"112-47
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67942/html/CHRG-112hhrg67942.htm,,,0,,,
61,20-May-2010,International response to European debt problems,http://www.federalreserve.gov/newsevents/testimony/tarullo20100520a.htm,Daniel K. Tarullo,Governor,,"International Monetary Policy and Trade and Subcommittee on Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on International Monetary Policy and Trade and the Subcommittee on Domestic Monetary Policy and Technology,1,,House,20/05/2010,"111-138
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg58048/html/CHRG-111hhrg58048.htm,,,1,,,
209,17-Nov-2004,The Bank Secrecy Act and the USA Patriot Act,http://www.federalreserve.gov/boarddocs/testimony/2004/20041117/default.htm,Herbert A. Biern,Senior Associate Director,Division of Banking Supervision and Regulation,"International Relations, U.S. House of Representatives",Committee on International Relations,,,,House,17/11/2004,,,,,,,,
25,4-Oct-2011,Economic Outlook and Recent Monetary Policy Actions,http://www.federalreserve.gov/newsevents/testimony/bernanke20111004a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,04/10/2011, ,,,,,,,
63,14-Apr-2010,Economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20100414a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,14/04/2010,,,,,,,,
87,9-Jul-2009,Commercial real estate,http://www.federalreserve.gov/newsevents/testimony/greenlee20090709a.htm,Jon D. Greenlee,Associate Director,Division of Banking Supervision and Regulation,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,09/07/2009,,,,,,,,
94,5-May-2009,The economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20090505a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,05/05/2009,,,,,,,,
113,24-Sep-2008,Economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20080924a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,24/09/2008,,,,,,,,
128,2-Apr-2008,The economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20080402a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,02/04/2008,,,,,,,,
138,8-Nov-2007,The economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20071108a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,08/11/2007,,,,,,,,
154,28-Mar-2007,The economic outlook,http://www.federalreserve.gov/newsevents/testimony/bernanke20070328a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,28/03/2007,,,,,,,,
171,27-Apr-2006,Outlook of the U.S. economy,http://www.federalreserve.gov/newsevents/testimony/bernanke20060427a.htm,Ben S. Bernanke,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,27/04/2006,,,,,,,,
176,3-Nov-2005,Economic Outlook,http://www.federalreserve.gov/boarddocs/testimony/2005/20051103/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,03/11/2005,,,,,,,,
182,9-Jun-2005,The economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2005/200506092/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,09/06/2005,,,,,,,,
221,21-May-2003,The economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2003/20030521/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,21/05/2003,,,,,,,,
232,13-Nov-2002,The economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2002/20021113/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,13/11/2002,,,,,,,,
240,17-Apr-2002,Monetary policy and the economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2002/20020417/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,17/04/2002,,,,,,,,
248,17-Oct-2001,Monetary policy and economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2001/20011017/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,Joint,17/10/2001,,,,,,,,
287,17-Jun-1999,Monetary policy and the economic outlook,http://www.federalreserve.gov/boarddocs/testimony/1999/19990617.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,,17/06/1999,,,,,,,,
289,14-Jun-1999,High-tech industry in the U.S. economy,http://www.federalreserve.gov/boarddocs/testimony/1999/19990614.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,,14/06/1999,,,,,,,,
329,10-Jun-1998,An update on economic conditions in the United States,http://www.federalreserve.gov/boarddocs/testimony/1998/19980610.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,,10/06/1998,,,,,,,,
349,29-Oct-1997,Turbulence in world financial markets,http://www.federalreserve.gov/boarddocs/testimony/1997/19971029.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,,29/10/1997,,,,,,,,
366,20-Mar-1997,Performance of the U.S. economy,http://www.federalreserve.gov/boarddocs/testimony/1997/199703202.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Congress",Joint Economic Committee,,,,,20/03/1997,,,,,,,,
7,7-Jun-2012,Economic Outlook and Policy,http://www.federalreserve.gov/newsevents/testimony/bernanke20120607a.htm,Ben S. Bernanke,Chairman ,,"Joint Economic Committee, U.S. Congress, Washington, D.C.",Joint Economic Committee,,,,Joint,07/06/2012,,,,,,,,
198,21-Apr-2004,The economic outlook,http://www.federalreserve.gov/boarddocs/testimony/2004/20040421/default.htm,Alan Greenspan,Chairman,,"Joint Economic Committee, U.S. Senate",Joint Economic Committee,,,,Senate,21/04/2004,,,,,,,,
336,20-Apr-1998,The allocation of the economy's resources between Medicare and competing needs,http://www.federalreserve.gov/boarddocs/testimony/1998/19980420.htm,Alan Greenspan,Chairman,,National Bipartisan Commission on the Future of Medicare,National Bipartisan Commission on the Future of Medicare ,,,,,20/04/1998,,,,,,,,
15,19-Mar-2012,Foreclosures and the Housing Market,http://www.federalreserve.gov/newsevents/testimony/killian20120319a.htm,Suzanne G. Killian,Senior Associate Director,Division of Consumer and Community Affairs,"Oversight and Government Reform, U.S. House of Representatives",Committee on Oversight and Government Reform,,,,House,19/03/2012,,,,,,,,
89,25-Jun-2009,Acquisition of Merrill Lynch by Bank of America,http://www.federalreserve.gov/newsevents/testimony/bernanke20090625a.htm,Ben S. Bernanke,Chairman,,"Oversight and Government Reform, U.S. House of Representatives",Committee on Oversight and Government Reform,,,,House,25/06/2009,,,,,,,,
27,27-Jul-2011,Credit Ratings Agencies,http://www.federalreserve.gov/newsevents/testimony/vanderweide20110727a.htm,Mark E. Van Der Weide,Senior Associate Director,Division of Banking Supervision and Regulation,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,27/07/2011,"112-51
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg67946/html/CHRG-112hhrg67946.htm,,,0,,,
38,14-Apr-2011,Financial Stability Oversight Council,http://www.federalreserve.gov/newsevents/testimony/liang20110414a.htm,J. Nellie Liang,Director,Office of Financial Stability Policy and Research,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,14/04/2011,"112-26
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg66864/html/CHRG-112hhrg66864.htm,,,1,,,
75,30-Nov-2009,Small business lending,http://www.federalreserve.gov/newsevents/testimony/greenlee20091130a.htm,Jon D. Greenlee,Associate Director,Division of Banking Supervision and Regulation,"Oversight and Investigations, Committee on Financial Services, U.S. House Of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,30/11/2009,"111-90
",http://www.gpo.gov/fdsys/pkg/CHRG-111hhrg55816/html/CHRG-111hhrg55816.htm,,,0,,,
115,17-Jul-2008,Equal Credit Opportunity Act,http://www.federalreserve.gov/newsevents/testimony/braunstein20080717a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,17/07/2008,"110-129
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg44902/html/CHRG-110hhrg44902.htm,,,2,,,
140,30-Oct-2007,Minority-owned banks,http://www.federalreserve.gov/newsevents/testimony/braunstein20071030a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,30/10/2007,"110-78
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg39916/html/CHRG-110hhrg39916.htm,,,0,,,
146,25-Jul-2007,Fair lending and the Home Mortgage Disclosure Act,http://www.federalreserve.gov/newsevents/testimony/braunstein20070725a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,25/07/2007,"110-54
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg38394/html/CHRG-110hhrg38394.htm,,,4,,,
202,2-Jun-2004,Risk management and regulatory failure at Riggs Bank and UBS,http://www.newyorkfed.org/newsevents/speeches/2004/bax040602.html,Thomas C. Baxter Jr.,Executive Vice President and General Counsel,Federal Reserve Bank of New York,"Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Oversight and Investigations,1,,House,02/06/2004,"108-91
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg95062/html/CHRG-108hhrg95062.htm,,,0,,,
95,29-Apr-2009,Financial literacy,http://www.federalreserve.gov/newsevents/testimony/braunstein20090429a.htm,Sandra F. Braunstein,Director,Division of Consumer and Community Affairs,"Oversight of Government Management, the Federal Workforce, and the District of Columbia, Committee on Homeland Security and Governmental Affairs, U.S. Senate",Committee on Homeland Security and Governmental Affairs,"Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia",1,,Senate,29/04/2009,,,,,,,,
231,11-Dec-2002,Oversight of investment banks' response to the lessons of Enron,http://www.federalreserve.gov/boarddocs/testimony/2002/20021211/default.htm,Richard Spillenkothen,Director,Division of Banking Supervision and Regulation,"Permanent Subcommittee on Investigations of the Committee on Governmental Affairs, U.S. Senate",Committee on Governmental Affairs,Subcommittee on Investigations,1,,Senate,11/12/2002,,,,,,,,
210,20-Nov-2003,"Corporate governance, risk management, and internal controls",http://www.federalreserve.gov/boarddocs/testimony/2003/20031120/default.htm,Richard Spillenkothen,Director,Division of Banking Supervision and Regulation,"Permanent Subcommittee on Investigations, Committee on Governmental Affairs, U.S. Senate",Committee on Governmental Affairs,Subcommittee on Investigations,1,,Senate,20/11/2003,,,,,,,,
284,10-Nov-1999,Vulnerability of private banking to money laundering activities,http://www.federalreserve.gov/boarddocs/testimony/1999/19991110.htm,Richard A. Small,Assistant Director,Division of Banking Supervision and Regulation,"Permanent Subcommittee on Investigations, Committee on Governmental Affairs, U.S. Senate",Committee on Governmental Affairs,Subcommittee on Investigations,1,,Senate,10/11/1999,,,,,,,,
190,3-Mar-2005,The tax system,http://www.federalreserve.gov/boarddocs/testimony/2005/20050303/default.htm,Alan Greenspan,Chairman,,Presidentâ€™s Advisory Panel on Federal Tax Reform,President's Advisory Panel on Federal Tax Reform,,,,Joint,03/03/2005,,,,,,,,
37,20-Apr-2011,Statement by Chairman Bernanke on financial literacy,http://www.federalreserve.gov/newsevents/testimony/bernanke20110420a.htm,Ben S. Bernanke,Chairman,,"Provided for the record of a hearing held on April 12, 2011 conducted by the Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia, Committee on Homeland Security and Governmental Affairs, U.S.",Committee on Homeland Security and Governmental Affairs,"Subcommittee on Oversight of Governmental Management, the Federal Workforce, and the District of Columbia",1,,Senate,20/04/2011,,,,,,,,
328,10-Jun-1998,Application of the Commodity Exchange Act to transactions in over-the-counter derivatives,http://www.federalreserve.gov/boarddocs/testimony/1998/199806102.htm,Board of s of the Federal Reserve System,Board of Governor,,"Risk Management and Specialty Crops of the Committee on Agriculture, U.S. House of Representatives",Committee on Agriculture,Subcommittee on Risk Management and Speciality Crops,1,,House,10/06/1998,,,,,,,,
365,15-Apr-1997,Reform of derivatives regulations under the Commodity Exchange Act,http://www.federalreserve.gov/boarddocs/testimony/1997/19970415.htm,Susan M. Phillips,Governor,,"Risk Management and Specialty Crops of the Committee on Agriculture, U.S. House of Representatives",Committee on Agriculture,Subcommittee on Risk Management and Speciality Crops,1,,House,15/04/1997,,,,,,,,
271,14-Jun-2000,"H.R. 4541, the Commodity Futures Modernization Act of 2000",http://www.federalreserve.gov/boarddocs/testimony/2000/20000614.htm,Patrick M. Parkinson,Associate Director,Division of Research and Statistics,"Risk Management, Research and Specialty Crops of the Committee on Agriculture, U.S. House of Representatives",Committee on Agriculture,Subcommittee on Risk Management and Speciality Crops,1,,House,14/06/2000,,,,,,,,
291,18-May-1999,On modernization of the Commodity Exchange Act,http://www.federalreserve.gov/boarddocs/testimony/1999/19990518.htm,Patrick M. Parkinson,Associate Director,Division of Research and Statistics,"Risk Management, Research, and Specialty Crops, Committee on Agriculture, U.S. House of Representatives",Committee on Agriculture,Subcommittee on Risk Management and Speciality Crops,1,,House,18/05/1999,,,,,,,,
266,13-Sep-2000,Proposed auditor independence rules,http://www.federalreserve.gov/boarddocs/testimony/2000/20000913.htm,Laurence H. Meyer,Governor,,Securities and Exchange Commission,Secutities and Exchange Commission,,,,,13/09/2000,,,,,,,,
170,16-May-2006,The Role of Hedge Funds in the Capital Market,http://www.federalreserve.gov/newsevents/testimony/parkinson20060516a.htm,Patrick M. Parkinson,Deputy Director,Division of Research and Statistics,"Securities and Investment, Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Securities and Investment,1,,Senate,16/05/2006,"S. Hrg. 109-1051
",http://www.gpo.gov/fdsys/pkg/CHRG-109shrg48525/html/CHRG-109shrg48525.htm,,,7,,,
272,13-Jun-2000,Capital markets in the new economy and proposed merchant banking rules,http://www.federalreserve.gov/boarddocs/testimony/2000/20000607.htm,Laurence H. Meyer,Governor,,"Securities and the Subcommittee on Financial Institutions of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate","Committee on Banking, Housing, and Urban Affairs",Subcommittee on Securities and the Subcommittee on Financial Institutions,1,"Governor Meyer presented identical testimony before the Securities and Government Sponsored Enterprises of the Committee on Banking and Financial Services, U.S. House of Representatives, on June 7, 2000",Senate,13/06/2000,,,,,,,,
344,29-Jan-1998,Circuit breakers for equity-related markets,http://www.federalreserve.gov/boarddocs/testimony/1998/199801292.htm,Susan M. Phillips,Governor,,"Securities of the Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,29/01/1998,,,,,,,,
90,22-Jun-2009,Over-the-counter derivatives,http://www.federalreserve.gov/newsevents/testimony/white20090622a.htm,Patricia White,Associate Director,Division of Research and Statistics,"Securities, Insurance, and Investment, Committee of Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,22/06/2009,"S. Hrg. 111-248
",http://www.gpo.gov/fdsys/pkg/CHRG-111shrg54589/html/CHRG-111shrg54589.htm,,,2,,,
101,18-Mar-2009,Risk management in the banking industry,http://www.federalreserve.gov/newsevents/testimony/cole20090318a.htm,Roger T. Cole,Director,Division of Banking Supervision and Regulation,"Securities, Insurance, and Investment, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,18/03/2009,S. Hrg. 111-141,http://www.gpo.gov/fdsys/pkg/CHRG-111shrg52966/html/CHRG-111shrg52966.htm,,,0,,,
118,9-Jul-2008,Over-the-counter derivatives,http://www.federalreserve.gov/newsevents/testimony/parkinson20080709a.htm,Patrick M. Parkinson,Deputy Director,Division of Research and Statistics,"Securities, Insurance, and Investment, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,09/07/2008,"S. Hrg. 110-1007
",http://www.gpo.gov/fdsys/pkg/CHRG-110shrg50408/html/CHRG-110shrg50408.htm,,,1,,,
119,19-Jun-2008,Risk management and its implications for systemic risk,http://www.federalreserve.gov/newsevents/testimony/kohn20080619a.htm,"man,Â Donald L. Kohn",Vice Chair,,"Securities, Insurance, and Investment, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,19/06/2008,"S. Hrg. 110-1006
",http://www.gpo.gov/fdsys/pkg/CHRG-110shrg50407/html/CHRG-110shrg50407.htm,,,0,,,
80,30-Sep-2009,International cooperation to modernize financial regulation,http://www.federalreserve.gov/newsevents/testimony/tarullo20090930a.htm,Daniel K. Tarullo,Governor,,"Security and International Trade and Finance, Committee on Banking, Housing, and Urban Affairs",,,,,Senate,30/09/2009,"S. Hrg. 111-382
",http://www.gpo.gov/fdsys/pkg/CHRG-111shrg56086/html/CHRG-111shrg56086.htm,,,3,,,
58,20-Jul-2010,International cooperation and financial regulatory modernization,http://www.federalreserve.gov/newsevents/testimony/tarullo20100720a.htm,Daniel K. Tarullo,Governor,,"Security and International Trade and Finance, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,20/07/2010,"S. Hrg. 111-720
",http://www.gpo.gov/fdsys/pkg/CHRG-111shrg62563/html/CHRG-111shrg62563.htm,,,6,,,
71,12-Feb-2010,Equipping financial regulators with the tools necessary to monitor systemic risk,http://www.federalreserve.gov/newsevents/testimony/tarullo20100212a.htm,Daniel K. Tarullo,Governor,,"Security and International Trade and Finance, Committee on Banking, Housing, and Urban Affairs, U.S. Senate",,,,,Senate,12/02/2010,"S. Hrg. 111-766
",http://www.gpo.gov/fdsys/pkg/CHRG-111shrg57923/html/CHRG-111shrg57923.htm,,,5,,,
123,16-Apr-2008,Small business lending,http://www.federalreserve.gov/newsevents/testimony/mishkin20080416a.htm,Frederic S. Mishkin,Governor,,"Small Business and Entrepreneurship, U.S. Senate",,,,,Senate,16/04/2008,,,,,,,,
238,24-Apr-2002,Recent economic developments and the availability of credit to small businesses,http://www.federalreserve.gov/boarddocs/testimony/2002/20020424/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Small Business Committee, U.S. House of Representatives",,,,,House,24/04/2002,,,,,,,,
256,17-May-2001,Small business access to capital,http://www.federalreserve.gov/boarddocs/testimony/2001/20010517/default.htm,"man, Roger W. Ferguson Jr.",Vice Chair,,"Small Business Committee, U.S. House of Representatives",,,,,House,17/05/2001,,,,,,,,
109,20-Nov-2008,Effects of the financial crisis on small business,http://www.federalreserve.gov/newsevents/testimony/kroszner20081120a.htm,Randall S. Kroszner,Governor,,"Small Business, U.S. House of Representatives",,,,,House,20/11/2008,,,,,,,,
139,7-Nov-2007,Availability of credit to small businesses,http://www.federalreserve.gov/newsevents/testimony/mishkin20071107a.htm,Frederic S. Mishkin,Governor,,"Small Business, U.S. House of Representatives",,,,,House,07/11/2007,,,,,,,,
157,28-Feb-2007,The aging workforce,http://www.federalreserve.gov/newsevents/testimony/kohn20070228a.htm,"man, Donald L. Kohn",Vice Chair,,"Special Committee on Aging, U.S. Senate",,,,,Senate,28/02/2007,,,,,,,,
189,15-Mar-2005,Future of the Social Security program and economics of retirement,http://www.federalreserve.gov/boarddocs/testimony/2005/20050315/default.htm,Alan Greenspan,Chairman,,"Special Committee on Aging, U.S. Senate",,,,,Senate,15/03/2005,,,,,,,,
227,27-Feb-2003,Aging global population,http://www.federalreserve.gov/boarddocs/testimony/2003/20030227/default.htm,Alan Greenspan,Chairman,,"Special Committee on Aging, U.S. Senate",,,,,Senate,27/02/2003,,,,,,,,
279,27-Mar-2000,General revenue transfers for social security and Medicare,http://www.federalreserve.gov/boarddocs/testimony/2000/20000327.htm,Alan Greenspan,Chairman,,"Special Committee on Aging, U.S. Senate",,,,,Senate,27/03/2000,,,,,,,,
211,20-Oct-2003,Power outages and the financial system,http://www.federalreserve.gov/boarddocs/testimony/2003/20031020/default.htm,Mark W. Olson,Governor,,"Subcommitte on Oversight and Investigations, Committee on Financial Services, U.S. House of Representatives",,,,,House,20/10/2003,"108-58
",http://www.gpo.gov/fdsys/pkg/CHRG-108hhrg92642/html/CHRG-108hhrg92642.htm,,,0,,1,
132,14-Feb-2008,Bond insurance,http://www.federalreserve.gov/newsevents/testimony/parkinson20080214a.htm,Patrick M. Parkinson,Deputy Director,Division of Research and Statistics,"Subcommittee on Capital Markets, Insurance, and Government Sponsored Enterprises,Â Committee on Financial Services, U.S. House of Representatives",,,,,House,14/02/2008,"110-91
",http://www.gpo.gov/fdsys/pkg/CHRG-110hhrg41182/html/CHRG-110hhrg41182.htm,,,13,,,
12,27-Mar-2012,The European Economic and Financial Situation,http://www.federalreserve.gov/newsevents/testimony/kamin20120327a.htm,Steven B. Kamin ,Director,Division of International Finance,"Subcommittee on Domestic Monetary Policy and Technology, Committee on Financial Services, U.S. House of Representatives",Committee on Financial Services,Subcommittee on Domestic Monetary Policy and Technology,1,,House,27/03/2012,"112-111
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg75083/html/CHRG-112hhrg75083.htm,,,0,,,
167,13-Jun-2006,Home Mortgage Disclosure Act,http://www.federalreserve.gov/newsevents/testimony/olson20060613a.htm,Mark W. Olson,Governor,,"Subcommittee on Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives",,,,,House,13/06/2006,"109-99
",http://www.gpo.gov/fdsys/pkg/CHRG-109hhrg31528/html/CHRG-109hhrg31528.htm,,,0,,,
10,16-May-2012,Systemically important financial institutions and the Dodd-Frank Act,http://www.federalreserve.gov/newsevents/testimony/gibson20120516a.htm,Michael S. Gibson ,Director,Division of Banking Supervision and Regulation,"Subcommittee on Financial Institutions and Consumer Credit, Committee on Financial Services, U.S. House of Representatives, Washington, D.C.",Committee on Financial Services,Subcommittee on Financial Institutions and Consumer Credit,1,,House,16/05/2012,"112-125
",http://www.gpo.gov/fdsys/pkg/CHRG-112hhrg75731/html/CHRG-112hhrg75731.htm,, ,0,,,
