month_year,full_date,month,day,year,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
1-Mar-07,6-Mar-07,March,6,2007,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-07,9-Mar-07,March,9,2007,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-07,9-Mar-07,March,9,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-07,12-Mar-07,March,12,2007,Randall S. Kroszner,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-07,22-Mar-07,March,22,2007,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-07,22-Mar-07,March,22,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-07,23-Mar-07,March,23,2007,Frederic S. Mishkin,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-07,30-Mar-07,March,30,2007,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-07,10-Apr-07,April,10,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-07,11-Apr-07,April,11,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-07,20-Apr-07,April,20,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Apr-07,25-Apr-07,April,25,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Apr-07,26-Apr-07,April,26,2007,Frederic S. Mishkin,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1-May-07,1-May-07,May,1,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-May-07,10-May-07,May,10,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-07,15-May-07,May,15,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-07,15-May-07,May,15,2007,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-07,16-May-07,May,16,2007,Randall S. Kroszner,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-May-07,16-May-07,May,16,2007,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-07,17-May-07,May,17,2007,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-07,22-May-07,May,22,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-07,23-May-07,May,23,2007,Randall S. Kroszner,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-07,24-May-07,May,24,2007,Frederic S. Mishkin,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-07,1-Jun-07,June,1,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-07,5-Jun-07,June,5,2007,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-07,5-Jun-07,June,5,2007,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-07,14-Jun-07,June,14,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-07,15-Jun-07,June,15,2007,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-07,23-Jun-07,June,23,2007,Frederic S. Mishkin,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Jul-07,10-Jul-07,July,10,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jul-07,12-Jul-07,July,12,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Aug-07,1-Aug-07,August,1,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Aug-07,31-Aug-07,August,31,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Sep-07,1-Sep-07,September,1,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Sep-07,6-Sep-07,September,6,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-07,10-Sep-07,September,10,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Sep-07,11-Sep-07,September,11,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Sep-07,21-Sep-07,September,21,2007,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-07,21-Sep-07,September,21,2007,Frederic S. Mishkin,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-07,21-Sep-07,September,21,2007,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Sep-07,24-Sep-07,September,24,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Sep-07,27-Sep-07,September,27,2007,Frederic S. Mishkin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Sep-07,28-Sep-07,September,28,2007,Frederic S. Mishkin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-07,5-Oct-07,October,5,2007,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1-Oct-07,5-Oct-07,October,5,2007,Kevin Warsh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-07,11-Oct-07,October,11,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-07,12-Oct-07,October,12,2007,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-07,12-Oct-07,October,12,2007,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-07,15-Oct-07,October,15,2007,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-07,19-Oct-07,October,19,2007,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-07,20-Oct-07,October,20,2007,Frederic S. Mishkin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1-Oct-07,22-Oct-07,October,22,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-07,26-Oct-07,October,26,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
1-Nov-07,5-Nov-07,November,5,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-07,5-Nov-07,November,5,2007,Frederic S. Mishkin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-07,6-Nov-07,November,6,2007,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-07,7-Nov-07,November,7,2007,Kevin Warsh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-07,13-Nov-07,November,13,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-07,14-Nov-07,November,14,2007,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Nov-07,16-Nov-07,November,16,2007,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-07,28-Nov-07,November,28,2007,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Nov-07,29-Nov-07,November,29,2007,Ben S. Bernanke,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-Nov-07,29-Nov-07,November,29,2007,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-07,30-Nov-07,November,30,2007,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jan-08,4-Jan-08,January,4,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-08,5-Jan-08,January,5,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-08,10-Jan-08,January,10,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13
1-Jan-08,11-Jan-08,January,11,2008,Frederic S. Mishkin,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Feb-08,4-Feb-08,February,4,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1-Feb-08,15-Feb-08,February,15,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-08,25-Feb-08,February,25,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-08,25-Feb-08,February,25,2008,Randall S. Kroszner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1-Feb-08,26-Feb-08,February,26,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-08,27-Feb-08,February,27,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Feb-08,29-Feb-08,February,29,2008,Frederic S. Mishkin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-08,3-Mar-08,March,3,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-08,4-Mar-08,March,4,2008,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-08,4-Mar-08,March,4,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Mar-08,7-Mar-08,March,7,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-08,7-Mar-08,March,7,2008,Frederic S. Mishkin,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Mar-08,11-Mar-08,March,11,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-08,14-Mar-08,March,14,2008,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Mar-08,27-Mar-08,March,27,2008,Randall S. Kroszner,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-Mar-08,27-Mar-08,March,27,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-08,3-Apr-08,April,3,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-08,4-Apr-08,April,4,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-08,7-Apr-08,April,7,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-08,9-Apr-08,April,9,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
1-Apr-08,10-Apr-08,April,10,2008,Ben S. Bernanke,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-Apr-08,14-Apr-08,April,14,2008,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-08,17-Apr-08,April,17,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-08,21-Apr-08,April,21,2008,Randall S. Kroszner,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-May-08,5-May-08,May,5,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-08,7-May-08,May,7,2008,Randall S. Kroszner,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-May-08,13-May-08,May,13,2008,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-May-08,14-May-08,May,14,2008,Randall S. Kroszner,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-May-08,15-May-08,May,15,2008,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-08,15-May-08,May,15,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9
1-May-08,20-May-08,May,20,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-May-08,21-May-08,May,21,2008,Kevin Warsh,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-May-08,22-May-08,May,22,2008,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-08,29-May-08,May,29,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
1-May-08,29-May-08,May,29,2008,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-08,3-Jun-08,June,3,2008,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-08,4-Jun-08,June,4,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Jun-08,6-Jun-08,June,6,2008,Randall S. Kroszner,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Jun-08,9-Jun-08,June,9,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-08,11-Jun-08,June,11,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jun-08,11-Jun-08,June,11,2008,Randall S. Kroszner,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Jun-08,12-Jun-08,June,12,2008,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-08,16-Jun-08,June,16,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Jun-08,26-Jun-08,June,26,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jul-08,2-Jul-08,July,2,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Jul-08,8-Jul-08,July,8,2008,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jul-08,17-Jul-08,July,17,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jul-08,28-Jul-08,July,28,2008,Frederic S. Mishkin,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Jul-08,28-Jul-08,July,28,2008,Kevin Warsh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Aug-08,22-Aug-08,August,22,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Sep-08,1-Sep-08,September,1,2008,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-08,9-Sep-08,September,9,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Sep-08,11-Sep-08,September,11,2008,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Oct-08,7-Oct-08,October,7,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-08,14-Oct-08,October,14,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Oct-08,15-Oct-08,October,15,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-08,15-Oct-08,October,15,2008,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Oct-08,20-Oct-08,October,20,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Oct-08,31-Oct-08,October,31,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-08,6-Nov-08,November,6,2008,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-08,12-Nov-08,November,12,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Nov-08,14-Nov-08,November,14,2008,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Nov-08,19-Nov-08,November,19,2008,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Dec-08,1-Dec-08,December,1,2008,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
1-Dec-08,3-Dec-08,December,3,2008,Randall S. Kroszner,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1-Dec-08,4-Dec-08,December,4,2008,Randall S. Kroszner,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Dec-08,4-Dec-08,December,4,2008,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Dec-08,8-Dec-08,December,8,2008,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Dec-08,8-Dec-08,December,8,2008,Randall S. Kroszner,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jan-09,13-Jan-09,January,13,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Feb-09,11-Feb-09,February,11,2009,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-09,16-Feb-09,February,16,2009,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Feb-09,18-Feb-09,February,18,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
1-Feb-09,24-Feb-09,February,24,2009,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Mar-09,7-Mar-09,March,7,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Mar-09,10-Mar-09,March,10,2009,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Mar-09,20-Mar-09,March,20,2009,Ben S. Bernanke,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1-Mar-09,30-Mar-09,March,30,2009,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-09,3-Apr-09,April,3,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Apr-09,3-Apr-09,April,3,2009,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-09,6-Apr-09,April,6,2009,Kevin Warsh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Apr-09,14-Apr-09,April,14,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Apr-09,17-Apr-09,April,17,2009,Ben S. Bernanke,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Apr-09,18-Apr-09,April,18,2009,Donald L. Kohn,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Apr-09,20-Apr-09,April,20,2009,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-May-09,7-May-09,May,7,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-09,11-May-09,May,11,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-May-09,22-May-09,May,22,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-May-09,23-May-09,May,23,2009,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Jun-09,4-Jun-09,June,4,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jun-09,8-Jun-09,June,8,2009,Daniel K. Tarullo,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Jun-09,10-Jun-09,June,10,2009,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Jun-09,15-Jun-09,June,15,2009,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-09,15-Jun-09,June,15,2009,Elizabeth A. Duke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Jun-09,16-Jun-09,June,16,2009,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-09,17-Jun-09,June,17,2009,Ben S. Bernanke,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jun-09,26-Jun-09,June,26,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
1-Jul-09,9-Jul-09,July,9,2009,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Jul-09,10-Jul-09,July,10,2009,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Aug-09,21-Aug-09,August,21,2009,Brian F. Madigan,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Aug-09,21-Aug-09,August,21,2009,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
1-Aug-09,25-Aug-09,August,25,2009,Daniel K. Tarullo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Sep-09,10-Sep-09,September,10,2009,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Sep-09,14-Sep-09,September,14,2009,Elizabeth A. Duke,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Sep-09,15-Sep-09,September,15,2009,Ben S. Bernanke,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Sep-09,25-Sep-09,September,25,2009,Kevin Warsh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Sep-09,25-Sep-09,September,25,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
1-Sep-09,30-Sep-09,September,30,2009,Donald L. Kohn,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
1-Oct-09,8-Oct-09,October,8,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-09,8-Oct-09,October,8,2009,Daniel K. Tarullo,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Oct-09,9-Oct-09,October,9,2009,Donald L. Kohn,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-09,13-Oct-09,October,13,2009,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-09,19-Oct-09,October,19,2009,Ben S. Bernanke,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Oct-09,21-Oct-09,October,21,2009,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-09,23-Oct-09,October,23,2009,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Oct-09,23-Oct-09,October,23,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-09,2-Nov-09,November,2,2009,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-09,9-Nov-09,November,9,2009,Daniel K. Tarullo,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Nov-09,10-Nov-09,November,10,2009,Daniel K. Tarullo,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1-Nov-09,16-Nov-09,November,16,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Nov-09,16-Nov-09,November,16,2009,Donald L. Kohn,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
1-Dec-09,7-Dec-09,December,7,2009,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Dec-09,9-Dec-09,December,9,2009,Elizabeth A. Duke,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
1-Dec-09,10-Dec-09,December,10,2009,Elizabeth A. Duke,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1-Jan-10,3-Jan-10,January,3,2010,Ben S. Bernanke,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
1-Jan-10,3-Jan-10,January,3,2010,Donald L. Kohn,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
