full_date,name,SpeechID,Financial.Markets,Macroeconomics,Monetary.Policy,International.Economy,Local.Housing.Dev,Banking.Regulation,,top,max,countzeros,randrange,intruder,206,SpeechID,full_date,name,,,,,
28-Apr-06,Susan Schmidt Bies,671,0.08855664,0,0,0,0,0.779183447,,,0.779183447,4,3,,,671,28-Apr-06,Susan Schmidt Bies,,,,,
3-May-06,Ben S. Bernanke,672,0,0,0,0.290062666,0.600716233,0,,,0.600716233,4,1,,,672,3-May-06,Ben S. Bernanke,,,,,
4-May-06,Susan Schmidt Bies,673,0.090819351,0,0,0,0.19200395,0.62092793,,,0.62092793,3,3,,,673,4-May-06,Susan Schmidt Bies,,,,,
11-May-06,Donald L. Kohn,674,0,0,0,0.190652817,0.516320467,0.173590511,,,0.516320467,3,1,,,674,11-May-06,Donald L. Kohn,,,,,
16-May-06,Ben S. Bernanke,675,0.459204316,0,0,0,0,0,,,0.459204316,5,2,,,675,16-May-06,Ben S. Bernanke,,,,,
16-May-06,Susan Schmidt Bies,676,0,0,0,0,0,0,,,0,6,1,,,676,16-May-06,Susan Schmidt Bies,,,,,
16-May-06,Mark W. Olson,677,0,0,0,0,0,0,,,0,6,6,,,677,16-May-06,Mark W. Olson,,,,,
18-May-06,Donald L. Kohn,678,0.556983232,0,0,0,0,0.229608938,,,0.556983232,4,2,,,678,18-May-06,Donald L. Kohn,,,,,
18-May-06,Ben S. Bernanke,679,0,0,0,0,0,0.806133032,,,0.806133032,5,1,,,679,18-May-06,Ben S. Bernanke,,,,,
24-May-06,Randall S. Kroszner,680,0,0.122508511,0.145843461,0.478852689,0,0.140009716,,,0.478852689,2,2,,,680,24-May-06,Randall S. Kroszner,,,,,
25-May-06,Mark W. Olson,681,0,0.167372882,0,0.191737294,0.510593235,0,,,0.510593235,3,1,,,681,25-May-06,Mark W. Olson,,,,,
5-Jun-06,Ben S. Bernanke,682,0,0.696065128,0,0,0,0,,,0.696065128,5,3,,,682,5-Jun-06,Ben S. Bernanke,,,,,
6-Jun-06,Susan Schmidt Bies,683,0,0.07378985,0,0,0.128099173,0.681818187,,,0.681818187,3,1,,,683,6-Jun-06,Susan Schmidt Bies,,,,,
9-Jun-06,Ben S. Bernanke,684,0,0.113374069,0,0.683638811,0,0.069925323,,,0.683638811,3,2,,,684,9-Jun-06,Ben S. Bernanke,,,,,
12-Jun-06,Mark W. Olson,685,0,0,0,0,0,0.849629104,,,0.849629104,5,5,,,685,12-Jun-06,Mark W. Olson,,,,,
12-Jun-06,Susan Schmidt Bies,686,0.102075152,0,0,0,0,0.758272588,,,0.758272588,4,4,,,686,12-Jun-06,Susan Schmidt Bies,,,,,
12-Jun-06,Ben S. Bernanke,687,0,0,0,0,0,0.802469134,,,0.802469134,5,5,,,687,12-Jun-06,Ben S. Bernanke,,,,,
13-Jun-06,Ben S. Bernanke,688,0.08045166,0,0.057868738,0.15031758,0.607621729,0,,,0.607621729,2,1,,,688,13-Jun-06,Ben S. Bernanke,,,,,
14-Jun-06,Susan Schmidt Bies,689,0,0.289531082,0,0,0.388222456,0,,,0.388222456,4,4,,,689,14-Jun-06,Susan Schmidt Bies,,,,,
15-Jun-06,Randall S. Kroszner,690,0,0.230102867,0.364374667,0.22414726,0,0,,,0.364374667,3,3,,,690,15-Jun-06,Randall S. Kroszner,,,,,
15-Jun-06,Ben S. Bernanke,691,0,0.719132364,0,0.146829814,0,0,,,0.719132364,4,1,,,691,15-Jun-06,Ben S. Bernanke,,,,,
16-Jun-06,Donald L. Kohn,692,0,0.373125374,0.356928617,0,0,0,,,0.373125374,4,4,,,692,16-Jun-06,Donald L. Kohn,,,,,
16-Jun-06,Randall S. Kroszner,693,0,0.200866267,0.38548997,0.240389824,0,0,,,0.38548997,3,3,,,693,16-Jun-06,Randall S. Kroszner,,,,,
4-Jul-06,Susan Schmidt Bies,694,0,0,0,0,0,0,,,0,6,3,,,694,4-Jul-06,Susan Schmidt Bies,,,,,
6-Jul-06,Donald L. Kohn,695,0,0.469866067,0.1796875,0.213727683,0,0,,,0.469866067,3,2,,,695,6-Jul-06,Donald L. Kohn,,,,,
18-Jul-06,Kevin Warsh,696,0.122807018,0.603070199,0,0,0,0.125548244,,,0.603070199,3,1,,,696,18-Jul-06,Kevin Warsh,,,,,
25-Aug-06,Ben S. Bernanke,697,0.095394738,0.148026317,0,0.633771956,0,0,,intecon,0.633771956,3,1,monetarypolicy,,697,25-Aug-06,Ben S. Bernanke,,,,,
31-Aug-06,Ben S. Bernanke,698,0,0.3936508,0,0.465079367,0,0,,,0.465079367,4,4,,,698,31-Aug-06,Ben S. Bernanke,,,,,
1-Sep-06,Ben S. Bernanke,699,0,0,0,0.664634168,0.155487806,0,,,0.664634168,4,2,,,699,1-Sep-06,Ben S. Bernanke,,,,,
11-Sep-06,Donald L. Kohn,700,0.130893737,0,0,0.120337792,0.525686145,0.128078818,,,0.525686145,2,2,,,700,11-Sep-06,Donald L. Kohn,,,,,
27-Sep-06,Randall S. Kroszner,701,0,0.371171921,0,0.394446701,0,0,,,0.394446701,4,3,,,701,27-Sep-06,Randall S. Kroszner,,,,,
4-Oct-06,Donald L. Kohn,702,0,0.638323367,0.185029939,0,0,0,,,0.638323367,4,3,,,702,4-Oct-06,Donald L. Kohn,,,,,
4-Oct-06,Ben S. Bernanke,703,0,0.462032706,0,0.356892526,0,0,,,0.462032706,4,2,,,703,4-Oct-06,Ben S. Bernanke,,,,,
11-Oct-06,Susan Schmidt Bies,704,0,0,0,0,0.128256515,0.701402783,,,0.701402783,4,3,,,704,11-Oct-06,Susan Schmidt Bies,,,,,
12-Oct-06,Frederic S. Mishkin,705,0.179104477,0,0,0.631408155,0,0,,,0.631408155,4,2,,,705,12-Oct-06,Frederic S. Mishkin,,,,,
16-Oct-06,Ben S. Bernanke,706,0,0,0,0,0.203575552,0.639561713,,,0.639561713,4,2,,,706,16-Oct-06,Ben S. Bernanke,,,,,
17-Oct-06,Susan Schmidt Bies,707,0,0,0,0,0,0.704199612,,,0.704199612,5,3,,,707,17-Oct-06,Susan Schmidt Bies,,,,,
1-Nov-06,Ben S. Bernanke,708,0,0,0.079391889,0.089527026,0.658220708,0.077139638,,,0.658220708,2,1,,,708,1-Nov-06,Ben S. Bernanke,,,,,
2-Nov-06,Susan S. Bies,709,0,0.72901082,0.123857021,0,0,0,,,0.72901082,4,4,,,709,2-Nov-06,Susan S. Bies,,,,,
3-Nov-06,Donald L. Kohn,710,0.098200902,0,0,0.12743628,0.308095962,0.344077975,,,0.344077975,2,1,,,710,3-Nov-06,Donald L. Kohn,,,,,
10-Nov-06,Ben S. Bernanke,711,0.137333333,0,0.597333312,0.084666669,0.067333333,0,,,0.597333312,2,1,,,711,10-Nov-06,Ben S. Bernanke,,,,,
16-Nov-06,Randall S. Kroszner,712,0,0.162928477,0.379602194,0.284384251,0,0,,,0.379602194,3,1,,,712,16-Nov-06,Randall S. Kroszner,,,,,
21-Nov-06,Kevin Warsh,713,0.308074534,0,0.285093158,0,0,0.245962739,,,0.308074534,3,2,,,713,21-Nov-06,Kevin Warsh,,,,,
28-Nov-06,Ben S. Bernanke,714,0,0.757948697,0.119999997,0,0,0,,,0.757948697,4,1,,,714,28-Nov-06,Ben S. Bernanke,,,,,
30-Nov-06,Susan Schmidt Bies,715,0,0,0,0,0,0.829725802,,,0.829725802,5,2,,,715,30-Nov-06,Susan Schmidt Bies,,,,,
1-Dec-06,Donald L. Kohn,716,0,0.17700626,0.634604454,0,0,0.066021629,,,0.634604454,3,2,,,716,1-Dec-06,Donald L. Kohn,,,,,
1-Dec-06,Ben S. Bernanke,717,0,0,0.433734953,0.132530123,0.144578308,0.156626508,,,0.433734953,2,2,,,717,1-Dec-06,Ben S. Bernanke,,,,,
15-Dec-06,Ben S. Bernanke,718,0.098173514,0.34322679,0.085996956,0.380517513,0,0,,,0.380517513,2,2,,,718,15-Dec-06,Ben S. Bernanke,,,,,
5-Jan-07,Ben S. Bernanke,719,0.354777306,0,0.152645603,0,0,0.370384455,,,0.370384455,3,1,,,719,5-Jan-07,Ben S. Bernanke,,,,,
8-Jan-07,Donald L. Kohn,720,0,0.722082257,0,0,0,0,,,0.722082257,5,4,,,720,8-Jan-07,Donald L. Kohn,,,,,
11-Jan-07,Susan Schmidt Bies,721,0,0,0,0,0.33502537,0.541243672,,,0.541243672,4,4,,,721,11-Jan-07,Susan Schmidt Bies,,,,,
17-Jan-07,Frederic S. Mishkin,722,0.194871798,0.196794868,0.458974361,0,0,0,,,0.458974361,3,2,,,722,17-Jan-07,Frederic S. Mishkin,,,,,
18-Jan-07,Susan Schmidt Bies,723,0,0.334198236,0,0,0.432797104,0.09859886,,,0.432797104,3,3,,,723,18-Jan-07,Susan Schmidt Bies,,,,,
6-Feb-07,Ben S. Bernanke,724,0,0.241241246,0.145478815,0.519185841,0,0,,,0.519185841,3,1,,,724,6-Feb-07,Ben S. Bernanke,,,,,
21-Feb-07,Donald L. Kohn,725,0.483072907,0,0,0.059244793,0,0.322265625,,,0.483072907,3,2,,,725,21-Feb-07,Donald L. Kohn,,,,,
26-Feb-07,Susan Schmidt Bies,726,0,0,0,0,0,0.892388463,,,0.892388463,5,1,,,726,26-Feb-07,Susan Schmidt Bies,,,,,
2-Mar-07,Ben S. Bernanke,727,0,0.225123495,0.473888487,0.172547638,0,0,,,0.473888487,3,1,,,727,2-Mar-07,Ben S. Bernanke,,,,,
5-Mar-07,Randall S. Kroszner,728,0.092604928,0,0,0.116588943,0.447701544,0.239173889,,,0.447701544,2,1,,,728,5-Mar-07,Randall S. Kroszner,,,,,
5-Mar-07,Kevin Warsh,729,0.369844168,0.259853333,0.185609534,0.084326304,0,0,,,0.369844168,2,1,,,729,5-Mar-07,Kevin Warsh,,,,,
6-Mar-07,Ben S. Bernanke,730,0.276176572,0,0,0,0.389638811,0.215614736,,,0.389638811,3,3,,,730,6-Mar-07,Ben S. Bernanke,,,,,
9-Mar-07,Donald L. Kohn,731,0.079956189,0.148959473,0.635268331,0,0,0,,,0.635268331,3,1,,,731,9-Mar-07,Donald L. Kohn,,,,,
9-Mar-07,Randall S. Kroszner,732,0,0.166223407,0.418882966,0.203457445,0,0,,,0.418882966,3,1,,,732,9-Mar-07,Randall S. Kroszner,,,,,
12-Mar-07,Randall S. Kroszner,733,0,0.1875875,0.630424619,0,0,0,,,0.630424619,4,1,,,733,12-Mar-07,Randall S. Kroszner,,,,,
22-Mar-07,Donald L. Kohn,734,0.282967031,0.14766483,0.28434065,0,0,0.206730768,,,0.28434065,2,1,,,734,22-Mar-07,Donald L. Kohn,,,,,
22-Mar-07,Randall S. Kroszner,735,0.501377404,0,0,0.064462811,0.079338841,0.253443539,,,0.501377404,2,2,,,735,22-Mar-07,Randall S. Kroszner,,,,,
23-Mar-07,Frederic S. Mishkin,736,0,0,0.76596415,0,0,0,,,0.76596415,5,1,,,736,23-Mar-07,Frederic S. Mishkin,,,,,
30-Mar-07,Ben S. Bernanke,737,0.076297447,0,0.070487991,0,0.572424471,0.18706429,,,0.572424471,2,2,,,737,30-Mar-07,Ben S. Bernanke,,,,,
10-Apr-07,Frederic S. Mishkin,738,0,0.192194402,0.634756982,0,0,0,,,0.634756982,4,4,,,738,10-Apr-07,Frederic S. Mishkin,,,,,
11-Apr-07,Ben S. Bernanke,739,0.475538164,0,0,0,0,0.372798443,,finmarkets,0.475538164,4,1,Macroeconomy,,739,11-Apr-07,Ben S. Bernanke,,,,,
20-Apr-07,Frederic S. Mishkin,740,0,0.663123488,0.165167615,0,0,0,,,0.663123488,4,2,,,740,20-Apr-07,Frederic S. Mishkin,,,,,
25-Apr-07,Ben S. Bernanke,741,0,0,0,0.451178461,0.356902361,0,,,0.451178461,4,4,,,741,25-Apr-07,Ben S. Bernanke,,,,,
26-Apr-07,Frederic S. Mishkin,742,0.160482377,0,0.071119353,0.630797803,0,0,,,0.630797803,3,1,,,742,26-Apr-07,Frederic S. Mishkin,,,,,
1-May-07,Ben S. Bernanke,743,0,0.198918507,0.064889915,0.604480505,0.064117417,0,,,0.604480505,2,2,,,743,1-May-07,Ben S. Bernanke,,,,,
10-May-07,Randall S. Kroszner,744,0,0,0,0.19502762,0.43535912,0.200552493,,,0.43535912,3,1,,,744,10-May-07,Randall S. Kroszner,,,,,
15-May-07,Randall S. Kroszner,745,0.161918327,0.305792987,0,0.375593543,0,0,,,0.375593543,3,2,,,745,15-May-07,Randall S. Kroszner,,,,,
15-May-07,Ben S. Bernanke,746,0.430049002,0,0,0.069678821,0,0.407185614,,,0.430049002,3,3,,,746,15-May-07,Ben S. Bernanke,,,,,
16-May-07,Randall S. Kroszner,747,0,0.18577075,0.326086968,0.275197625,0,0,,,0.326086968,3,1,,,747,16-May-07,Randall S. Kroszner,,,,,
16-May-07,Donald L. Kohn,748,0.533820868,0.101462521,0,0,0,0.189213887,,,0.533820868,3,1,,,748,16-May-07,Donald L. Kohn,,,,,
17-May-07,Ben S. Bernanke,749,0,0.147351861,0,0,0.585736752,0.148925006,,,0.585736752,3,3,,,749,17-May-07,Ben S. Bernanke,,,,,
22-May-07,Ben S. Bernanke,750,0,0,0,0.748414397,0.122621566,0,,,0.748414397,4,4,,,750,22-May-07,Ben S. Bernanke,,,,,
23-May-07,Randall S. Kroszner,751,0,0,0,0,0.567975819,0.257401824,,,0.567975819,4,4,,,751,23-May-07,Randall S. Kroszner,,,,,
24-May-07,Frederic S. Mishkin,752,0,0.209972724,0.645890117,0,0,0,,,0.645890117,4,4,,,752,24-May-07,Frederic S. Mishkin,,,,,
1-Jun-07,Randall S. Kroszner,753,0.094703048,0.453451037,0.092295349,0,0.259229541,0,,,0.453451037,2,1,,,753,1-Jun-07,Randall S. Kroszner,,,,,
5-Jun-07,Kevin Warsh,754,0.437258154,0.11774461,0.098949693,0.152017683,0,0.143173024,,,0.437258154,1,1,,,754,5-Jun-07,Kevin Warsh,,,,,
5-Jun-07,Ben S. Bernanke,755,0,0.308270663,0,0,0.474758327,0.097744361,,,0.474758327,3,1,,,755,5-Jun-07,Ben S. Bernanke,,,,,
14-Jun-07,Randall S. Kroszner,756,0,0,0,0,0.625,0,,,0.625,5,2,,,756,14-Jun-07,Randall S. Kroszner,,,,,
15-Jun-07,Ben S. Bernanke,757,0.269791245,0.092556126,0.342654586,0.070894055,0.158330053,0,,,0.342654586,1,1,,,757,15-Jun-07,Ben S. Bernanke,,,,,
23-Jun-07,Frederic S. Mishkin,758,0.147495359,0.071119353,0,0.639455795,0,0,,,0.639455795,3,2,,,758,23-Jun-07,Frederic S. Mishkin,,,,,
10-Jul-07,Ben S. Bernanke,759,0,0,0.847049952,0,0,0,,,0.847049952,5,5,,,759,10-Jul-07,Ben S. Bernanke,,,,,
12-Jul-07,Randall S. Kroszner,760,0,0,0,0,0,0.826160789,,,0.826160789,5,2,,,760,12-Jul-07,Randall S. Kroszner,,,,,
1-Aug-07,Randall S. Kroszner,761,0,0,0,0,0.60073936,0,,,0.60073936,5,4,,,761,1-Aug-07,Randall S. Kroszner,,,,,
31-Aug-07,Ben S. Bernanke,762,0.252354652,0.223773956,0.120493665,0,0.314387798,0,,,0.314387798,2,1,,,762,31-Aug-07,Ben S. Bernanke,,,,,
1-Sep-07,Frederic S. Mishkin,763,0.181818187,0.07692308,0.503496528,0,0.139860138,0,,,0.503496528,2,2,,,763,1-Sep-07,Frederic S. Mishkin,,,,,
6-Sep-07,Randall S. Kroszner,764,0.363832086,0,0.137244344,0.166846067,0,0.222820237,,,0.363832086,2,2,,,764,6-Sep-07,Randall S. Kroszner,,,,,
10-Sep-07,Frederic S. Mishkin,765,0.152132407,0.495225966,0.180776581,0,0,0,,,0.495225966,3,2,,,765,10-Sep-07,Frederic S. Mishkin,,,,,
11-Sep-07,Ben S. Bernanke,766,0,0.650185883,0,0.188847587,0,0,,,0.650185883,4,3,,,766,11-Sep-07,Ben S. Bernanke,,,,,
21-Sep-07,Donald L. Kohn,767,0.103718199,0.1223092,0.535225034,0.115459882,0,0,,,0.535225034,2,1,,,767,21-Sep-07,Donald L. Kohn,,,,,
21-Sep-07,Frederic S. Mishkin,768,0,0,0.297297299,0.162162155,0.135135129,0.243243247,,,0.297297299,2,2,,,768,21-Sep-07,Frederic S. Mishkin,,,,,
21-Sep-07,Kevin Warsh,769,0.465596318,0,0.138379201,0.113149844,0.126911312,0,,,0.465596318,2,1,,,769,21-Sep-07,Kevin Warsh,,,,,
24-Sep-07,Ben S. Bernanke,770,0,0,0.109219402,0.67394799,0.113074206,0,,,0.67394799,3,1,,,770,24-Sep-07,Ben S. Bernanke,,,,,
27-Sep-07,Frederic S. Mishkin,771,0,0,0.54937166,0.21992819,0,0,,,0.54937166,4,3,,,771,27-Sep-07,Frederic S. Mishkin,,,,,
28-Sep-07,Frederic S. Mishkin,772,0.555141211,0.077783696,0,0.133724034,0,0.11614278,,,0.555141211,2,1,,,772,28-Sep-07,Frederic S. Mishkin,,,,,
5-Oct-07,Donald L. Kohn,773,0.24165915,0.452660054,0.127141565,0,0,0,,,0.452660054,3,1,,,773,5-Oct-07,Donald L. Kohn,,,,,
5-Oct-07,Kevin Warsh,774,0.506211162,0.114130437,0.156055897,0,0,0.120341614,,,0.506211162,2,1,,,774,5-Oct-07,Kevin Warsh,,,,,
11-Oct-07,Randall S. Kroszner,775,0.217470989,0,0,0,0.386682957,0.298717171,,,0.386682957,3,2,,,775,11-Oct-07,Randall S. Kroszner,,,,,
12-Oct-07,Donald L. Kohn,776,0,0.104313724,0.732549012,0,0,0.060392156,,,0.732549012,3,1,,,776,12-Oct-07,Donald L. Kohn,,,,,
12-Oct-07,Ben S. Bernanke,777,0,0,0.609865487,0.206278026,0,0,,,0.609865487,4,2,,,777,12-Oct-07,Ben S. Bernanke,,,,,
15-Oct-07,Ben S. Bernanke,778,0.552503347,0.234824985,0,0,0.114754096,0,,,0.552503347,3,3,,,778,15-Oct-07,Ben S. Bernanke,,,,,
19-Oct-07,Ben S. Bernanke,779,0,0,0.833108127,0,0,0,,,0.833108127,5,5,,,779,19-Oct-07,Ben S. Bernanke,,,,,
20-Oct-07,Frederic S. Mishkin,780,0,0,0.797694743,0,0,0,,,0.797694743,5,4,,,780,20-Oct-07,Frederic S. Mishkin,,,,,
22-Oct-07,Randall S. Kroszner,781,0.514957249,0.100427352,0.121794872,0,0,0.138888896,,,0.514957249,2,1,,,781,22-Oct-07,Randall S. Kroszner,,,,,
26-Oct-07,Frederic S. Mishkin,782,0.610114932,0.063908048,0.168735638,0,0.071724139,0,,,0.610114932,2,2,,,782,26-Oct-07,Frederic S. Mishkin,,,,,
5-Nov-07,Randall S. Kroszner,783,0.081311472,0.142950818,0,0,0.663606584,0,,localhousing,0.663606584,3,1,monetarypolicy,,783,5-Nov-07,Randall S. Kroszner,,,,,
5-Nov-07,Frederic S. Mishkin,784,0.47088185,0.117027178,0.300610095,0,0,0,,,0.47088185,3,3,,,784,5-Nov-07,Frederic S. Mishkin,,,,,
6-Nov-07,Ben S. Bernanke,785,0,0,0,0.218493655,0.592841148,0.066368379,,,0.592841148,3,3,,,785,6-Nov-07,Ben S. Bernanke,,,,,
7-Nov-07,Kevin Warsh,786,0.365422398,0.16699411,0.172233135,0.222658813,0,0,,,0.365422398,2,1,,,786,7-Nov-07,Kevin Warsh,,,,,
13-Nov-07,Randall S. Kroszner,787,0,0,0,0,0,0,,,0,6,1,,,787,13-Nov-07,Randall S. Kroszner,,,,,
14-Nov-07,Ben S. Bernanke,788,0,0,0.7302742,0,0,0.097369894,,,0.7302742,4,2,,,788,14-Nov-07,Ben S. Bernanke,,,,,
16-Nov-07,Randall S. Kroszner,789,0.202323988,0.308270663,0.280246079,0,0.123718388,0,,,0.308270663,2,2,,,789,16-Nov-07,Randall S. Kroszner,,,,,
28-Nov-07,Donald L. Kohn,790,0.508714616,0.168845311,0.152505443,0,0.068627454,0,,,0.508714616,2,1,,,790,28-Nov-07,Donald L. Kohn,,,,,
29-Nov-07,Ben S. Bernanke,791,0.060332872,0.187239945,0.088765606,0.434812754,0.169209436,0,,,0.434812754,1,1,,,791,29-Nov-07,Ben S. Bernanke,,,,,
29-Nov-07,Frederic S. Mishkin,792,0,0.078608863,0.783230126,0,0,0,,,0.783230126,4,4,,,792,29-Nov-07,Frederic S. Mishkin,,,,,
30-Nov-07,Randall S. Kroszner,793,0.299283147,0,0,0,0,0.33930704,,,0.33930704,4,2,,,793,30-Nov-07,Randall S. Kroszner,,,,,
4-Jan-08,Donald L. Kohn,794,0,0,0.635150194,0.140155733,0,0,,,0.635150194,4,2,,,794,4-Jan-08,Donald L. Kohn,,,,,
5-Jan-08,Donald L. Kohn,795,0.107989468,0,0.674275696,0.062335383,0,0.078138717,,,0.674275696,2,1,,,795,5-Jan-08,Donald L. Kohn,,,,,
10-Jan-08,Ben S. Bernanke,796,0.452871084,0.203683645,0.111592636,0,0.169555798,0,,,0.452871084,2,1,,,796,10-Jan-08,Ben S. Bernanke,,,,,
11-Jan-08,Frederic S. Mishkin,797,0.239081502,0,0.64745611,0,0,0,,,0.64745611,4,1,,,797,11-Jan-08,Frederic S. Mishkin,,,,,
4-Feb-08,Randall S. Kroszner,798,0,0,0,0,0.676470578,0.181283429,,,0.676470578,4,1,,,798,4-Feb-08,Randall S. Kroszner,,,,,
15-Feb-08,Frederic S. Mishkin,799,0.605390847,0,0.279784381,0,0,0,,,0.605390847,4,3,,,799,15-Feb-08,Frederic S. Mishkin,,,,,
25-Feb-08,Frederic S. Mishkin,800,0,0.0935743,0.817269087,0,0,0,,,0.817269087,4,1,,,800,25-Feb-08,Frederic S. Mishkin,,,,,
25-Feb-08,Randall S. Kroszner,801,0.164139748,0,0,0,0,0.705998659,,,0.705998659,4,3,,,801,25-Feb-08,Randall S. Kroszner,,,,,
26-Feb-08,Donald L. Kohn,802,0.259259254,0.47128287,0,0,0.119162641,0,,,0.47128287,3,3,,,802,26-Feb-08,Donald L. Kohn,,,,,
27-Feb-08,Frederic S. Mishkin,803,0,0,0.205073997,0.308668077,0.30021143,0.088794924,,,0.308668077,2,2,,,803,27-Feb-08,Frederic S. Mishkin,,,,,
29-Feb-08,Frederic S. Mishkin,804,0.341654778,0.188302428,0.145506427,0,0.210413694,0.061340943,,,0.341654778,1,1,,,804,29-Feb-08,Frederic S. Mishkin,,,,,
3-Mar-08,Randall S. Kroszner,805,0.500874639,0,0,0,0,0,,,0.500874639,5,4,,,805,3-Mar-08,Randall S. Kroszner,,,,,
4-Mar-08,Ben S. Bernanke,806,0.11694809,0.15384616,0,0,0.613508463,0,,,0.613508463,3,2,,,806,4-Mar-08,Ben S. Bernanke,,,,,
4-Mar-08,Frederic S. Mishkin,807,0.097340696,0.494229794,0.276969403,0,0,0,,,0.494229794,3,3,,,807,4-Mar-08,Frederic S. Mishkin,,,,,
7-Mar-08,Donald L. Kohn,808,0.172794119,0.372549027,0.299019605,0,0,0,,,0.372549027,3,1,,,808,7-Mar-08,Donald L. Kohn,,,,,
7-Mar-08,Frederic S. Mishkin,809,0,0.126185268,0.717724264,0,0,0,,,0.717724264,4,2,,,809,7-Mar-08,Frederic S. Mishkin,,,,,
11-Mar-08,Randall S. Kroszner,810,0.206650838,0,0,0,0,0.642517805,,,0.642517805,4,3,,,810,11-Mar-08,Randall S. Kroszner,,,,,
14-Mar-08,Ben S. Bernanke,811,0.065204144,0,0,0,0.723948836,0.084095061,,,0.723948836,3,1,,,811,14-Mar-08,Ben S. Bernanke,,,,,
27-Mar-08,Randall S. Kroszner,812,0,0,0,0,0.682040155,0.172002167,,,0.682040155,4,4,,,812,27-Mar-08,Randall S. Kroszner,,,,,
27-Mar-08,Frederic S. Mishkin,813,0,0,0.797519147,0.063845314,0,0,,,0.797519147,4,1,,,813,27-Mar-08,Frederic S. Mishkin,,,,,
3-Apr-08,Frederic S. Mishkin,814,0,0,0.821904123,0,0,0,,,0.821904123,5,3,,,814,3-Apr-08,Frederic S. Mishkin,,,,,
4-Apr-08,Randall S. Kroszner,815,0.32903558,0.169675097,0,0.165033519,0,0.196493044,,,0.32903558,2,1,,,815,4-Apr-08,Randall S. Kroszner,,,,,
7-Apr-08,Donald L. Kohn,816,0.114606738,0,0.105617978,0.208988771,0.442696631,0,,,0.442696631,2,2,,,816,7-Apr-08,Donald L. Kohn,,,,,
9-Apr-08,Ben S. Bernanke,817,0,0,0,0.357414454,0.490494311,0,,,0.490494311,4,4,,,817,9-Apr-08,Ben S. Bernanke,,,,,
10-Apr-08,Ben S. Bernanke,818,0.404328018,0,0,0,0,0.35592255,,finmarkets,0.404328018,4,4,localhousing,,818,10-Apr-08,Ben S. Bernanke,,,,,
14-Apr-08,Kevin Warsh,819,0.567174077,0.109199204,0,0.099272005,0.077432163,0.09000662,,,0.567174077,1,1,,,819,14-Apr-08,Kevin Warsh,,,,,
17-Apr-08,Donald L. Kohn,820,0.526845634,0,0,0,0.112655804,0.258868635,,,0.526845634,3,3,,,820,17-Apr-08,Donald L. Kohn,,,,,
21-Apr-08,Randall S. Kroszner,821,0.230359524,0,0,0,0.477363527,0.158455387,,,0.477363527,3,2,,,821,21-Apr-08,Randall S. Kroszner,,,,,
5-May-08,Ben S. Bernanke,822,0.057818659,0.149802893,0.053876478,0,0.613009214,0.073587388,,,0.613009214,1,1,,,822,5-May-08,Ben S. Bernanke,,,,,
7-May-08,Randall S. Kroszner,823,0,0,0,0,0.733116865,0.097402595,,,0.733116865,4,1,,,823,7-May-08,Randall S. Kroszner,,,,,
13-May-08,Ben S. Bernanke,824,0.767821789,0,0,0,0,0,,,0.767821789,5,1,,,824,13-May-08,Ben S. Bernanke,,,,,
14-May-08,Randall S. Kroszner,825,0,0,0,0,0,0.839933097,,,0.839933097,5,2,,,825,14-May-08,Randall S. Kroszner,,,,,
15-May-08,Ben S. Bernanke,826,0.306411833,0,0,0,0,0.55856967,,,0.55856967,4,3,,,826,15-May-08,Ben S. Bernanke,,,,,
15-May-08,Frederic S. Mishkin,827,0.233493179,0.127259314,0.466986358,0,0.052379195,0.068609372,,,0.466986358,1,1,,,827,15-May-08,Frederic S. Mishkin,,,,,
20-May-08,Donald L. Kohn,828,0.188940093,0.497695863,0.099654377,0,0.107718892,0,,,0.497695863,2,1,,,828,20-May-08,Donald L. Kohn,,,,,
21-May-08,Kevin Warsh,829,0.207900211,0.123700626,0.480249494,0,0,0,,,0.480249494,3,2,,,829,21-May-08,Kevin Warsh,,,,,
22-May-08,Randall S. Kroszner,830,0,0,0,0,0.309595644,0.36089319,,,0.36089319,4,3,,,830,22-May-08,Randall S. Kroszner,,,,,
29-May-08,Donald L. Kohn,831,0.769828916,0,0,0,0,0,,,0.769828916,5,5,,,831,29-May-08,Donald L. Kohn,,,,,
29-May-08,Ben S. Bernanke,832,0.778217793,0,0,0,0,0,,,0.778217793,5,1,,,832,29-May-08,Ben S. Bernanke,,,,,
3-Jun-08,Ben S. Bernanke,833,0.277557492,0.39888978,0.092783503,0,0.134020612,0,,,0.39888978,2,1,,,833,3-Jun-08,Ben S. Bernanke,,,,,
4-Jun-08,Ben S. Bernanke,834,0,0.330409348,0,0.370175451,0,0,,,0.370175451,4,1,,,834,4-Jun-08,Ben S. Bernanke,,,,,
6-Jun-08,Randall S. Kroszner,835,0.327886701,0,0,0,0.229847491,0.352396518,,,0.352396518,3,1,,,835,6-Jun-08,Randall S. Kroszner,,,,,
9-Jun-08,Ben S. Bernanke,836,0,0.223645896,0.596389055,0.065812461,0,0,,,0.596389055,3,1,,,836,9-Jun-08,Ben S. Bernanke,,,,,
11-Jun-08,Donald L. Kohn,837,0,0,0.693245769,0,0,0,,,0.693245769,5,4,,,837,11-Jun-08,Donald L. Kohn,,,,,
