,DateField,Date,speech_name,raw_spoke_to,spoke_to,org_exist,place_1,place_2,name,position_cat,any_speech,bankersfinance,other_private,otherregulators,io,community_organisations,thinktank,press_association,prof_econ_assoc,university,hearing,trade_assoc,non_finance_gov,nonbuinessadvocacy,social_events,economic_literacy,other,org
92,5/1/1998,5/2/1998,Our banking history ,"Before the Annual Meeting and Conference of the Conference of State Bank Supervisors, Nashville, Tennessee",the Annual Meeting and Conference of the Conference of State Bank Supervisors,NA, Nashville, Tennes,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
93,5/1/1998,5/7/1998,The U.S. retail payments system,Before the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chic,NA,,,Alice M. Rivlin,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
94,5/1/1998,5/7/1998,Understanding today's international financial system,Before the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,the 34th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chic,NA,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
95,5/1/1998,5/12/1998,Commencement address,"At New York University, Robert F. Wagner Graduate School of Public Service, New York, N.Y.",York University,NA, Robert F. Wagner Graduate School of Public Service, New York,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
96,5/1/1998,5/12/1998,Community reinvestment in an era of bank consolidation and deregulation,"Before the 1998 Community Reinvestment Act Conference of the Consumer Bankers Association, Arlington, Virginia",the 1998 Community Reinvestment Act Conference of the Consumer Bankers Association,NA, Arlington, V,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,5/1/1998,5/20/1998,On the announcement of a new currency design,"At the Bureau of Engraving and Printing, Washington, D.C.",Bureau of Engraving and Printing,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12
98,6/1/1998,6/3/1998,Economic forecasting,"Before the Downtown Economics Club 50th Anniversary Dinner, New York, New York",the Downtown Economics Club 50th Anniversary Dinner,NA, New York, New York,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
99,6/1/1998,6/9/1998,Issues and trends in bank regulatory policy and financial modernization legislation,"At the Bank Administration Institute, Finance and Accounting Management Conference, Washington, D.C.",Bank Administration Institute,NA, Finance and Accounting Management Conference, Washington,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
100,6/1/1998,6/18/1998,Renewed confidence and vitality of the U.S. economy and the Asian crisis,"Before the Money Marketeers of New York University, New York, New York",the Money Marketeers of New York University,NA, New York, New York,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
101,7/1/1998,7/9/1998,Exercising caution and vigilance in monetary policy,"Distinguished Speaker Series, Federal Reserve Bank of Atlanta",guished Speaker Series,NA, Federal Reserve Bank of Atlanta,,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102,7/1/1998,7/10/1998,The implications of technological changes,"At the Charlotte Chamber of Commerce, Charlotte, North Carolina",Charlotte Chamber of Commerce,NA, Charlotte, North Carolina,Alan Greenspan,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
103,7/1/1998,7/20/1998,Themes in international bank supervision,"Before the International Banking Conference, Federal Financial Institutions Examination Council, Arlington, Virginia",the International Banking Conference,NA, Federal Financial Institutions Examination Council, Arling,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,8/1/1998,8/28/1998,Income inequality,"At a symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming",ymposium sponsored by the Federal Reserve Bank of Kansas City,NA, Jackson Hole, Wyoming,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105,9/1/1998,9/4/1998,Is there a new economy?,"At the Haas Annual Business Faculty Research Dialogue, University of California, Berkeley, California",Haas Annual Business Faculty Research Dialogue,NA, University of California, Berkeley,Alan Greenspan,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
106,9/1/1998,9/15/1998,World capital flows,"At the Carnegie Bosch Institute, University Center at Carnegie Mellon, Pittsburgh, Pennsylvania",Carnegie Bosch Institute,NA, University Center at Carnegie Mellon, Pittsburgh,Edward M. Gramlich,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
107,9/1/1998,9/17/1998,The state of the U.S. economy,"At the Federal Reserve Bank of Kansas City, Kansas City, Missouri",Federal Reserve Bank of Kansas City,NA, Kansas City, Missouri,Roger W. Ferguson,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108,9/1/1998,9/18/1998,Recent developments in banking and financial markets,"At the Financial Institutions Center, University of Tennessee, Knoxville, Tennessee",Financial Institutions Center,NA, University of Tennessee, Knoxville,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
109,9/1/1998,9/28/1998,The Federal Reserve's roles in the payments system,At the Bank Administration Institute's Symposium on Payments System Strategy,Bank Administration Institute's Symposium on Payments System Strategy,NA,,,Alice M. Rivlin,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
110,9/1/1998,9/29/1998,Electronic banking,"At the Bank Administration Institute's Symposium on Payments System Strategy, Washington, D.C.",Bank Administration Institute's Symposium on Payments System Strategy,NA, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
111,10/1/1998,10/5/1998,The economic outlook and the challenges facing monetary policy,"At the National Association for Business Economics 40th Anniversary Annual Meeting, Washington, D.C.",National Association for Business Economics 40th Anniversary Annual Meeting,NA, Washington, D.C.,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
112,10/1/1998,10/14/1998,The role for small businesses as viewed by a macroeconomic policymaker,"At the Florida Black Business Investment Board, Tallahassee, Florida",Florida Black Business Investment Board,NA, Tallahassee, Florida,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,10/1/1998,10/16/1998,The challenge of preparing for the Year 2000,"At the Global Year 2000 Summit, London, England",Global Year 2000 Summit,NA, London, England,Roger W. Ferguson,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
114,10/1/1998,10/22/1998,Three themes in search of an audience,"At a meeting of Women in Housing and Finance, Washington, D.C.",eeting of Women in Housing and Finance,NA, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13
115,10/1/1998,10/22/1998,Increasing global financial integrity,"At the 16th Annual Monetary Conference, Money in the New Millenium: The Global Financial Architecture, Cato Institute, Washington, D.C.",16th Annual Monetary Conference,NA, Money in the New Millenium: The Global Financial Architecture,,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
116,10/1/1998,10/22/1998,The world economy,"At the State University of New York-Brockport and Buffalo State College, Buffalo",State University of New York-Brockport and Buffalo State College,NA, Buffalo,,Alice M. Rivlin,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
117,10/1/1998,10/27/1998,The future of the financial services sector and related public policy issues,"At the College of Management, University of Massachusetts, Boston, Massachusetts",College of Management,NA, University of Massachusetts, Boston,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
118,10/1/1998,10/29/1998,Countdown to Y2K: An economic assessment ,"At the Annual Economic Symposium of Houston Baptist University, the information in this speech was updated in Governor Kelley's March 25, 1999 remarks at Vanderbilt University",Annual Economic Symposium of Houston Baptist University,NA, the information in this speech was upda,,Edward W. Kelley,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
119,11/1/1998,11/5/1998,The structure of the international financial system,"At the Annual Meeting of the Securities Industry Association, Boca Raton, Florida",Annual Meeting of the Securities Industry Association,NA, Boca Raton, Florida,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,11/1/1998,11/6/1998,Examining community reinvestment,"At Widener University, Chester, Pennsylvania",ener University,NA, Chester, Pennsylvania,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
121,11/1/1998,11/12/1998,Modernizing financial services regulation,"Before the Financial Institutions Practice Group, The Federalist Society, Washington, D.C.",the Financial Institutions Practice Group,NA, The Federalist Society, Washington,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
122,1/1/1999,1/3/1999,Thoughts on the start of a new year,"At the National Economic Association Forum, New York, New York",National Economic Association Forum,NA, New York, New York,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
123,1/1/1999,1/4/1999,The transformation of the U.S. banking system,"At the North American Economics and Finance Association Meetings, New York, New York",North American Economics and Finance Association Meetings,NA, New York, New York,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
124,1/1/1999,1/11/1999,The transformation of the U.S. banking system,"Before the Conference Board's 1999 Financial Services Outlook Conference, New York, New York",the Conference Board's 1999 Financial Services Outlook Conference,NA, New York, New York,Laurence H. Meyer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,1/1/1999,1/15/1999,The making of monetary policy,"Prepared for delivery at the East Hanover Area Chamber of Commerce, East Hanover, New Jersey",ed for delivery at the East Hanover Area Chamber of Commerce,NA, East Hanover, New Jersey,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
126,1/1/1999,1/21/1999,The international millennium challenge ,"At the Bank Administration Institute, Orlando, Florida",Bank Administration Institute,NA, Orlando, Florida,Roger W. Ferguson,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
127,2/1/1999,2/11/1999,Latin America: Lessons learned from the last twenty years,"At the Florida International Bankers Association, Inc., Miami, Florida",Florida International Bankers Association,NA, Inc., Miami,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,2/1/1999,2/16/1999,The interaction of education and economic change,"At the 81st Annual Meeting of the American Council on Education, Washington, D.C.",81st Annual Meeting of the American Council on Education,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
129,2/1/1999,2/24/1999,Dilemmas of an economic superpower,"At the Financial Services Dinner of the Foreign Policy Association, New York, New York",Financial Services Dinner of the Foreign Policy Association,NA, New York, New York,Alice M. Rivlin,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
130,2/1/1999,2/25/1999,The global economic outlook and monetary policy challenges,"At the Annual Dinner of the Society of Business Economists, London, England",Annual Dinner of the Society of Business Economists,NA, London, England,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
131,2/1/1999,2/25/1999,Evolution of financial institutions and markets: Private and policy implications,"At the Money Marketeers of New York University, New York, New York",Money Marketeers of New York University,NA, New York, New York,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
132,3/1/1999,3/1/1999,Learning from financial market turbulence ,"At the Institute of International Bankers, Washington, D.C.",Institute of International Bankers,NA, Washington, D.C.,Alice M. Rivlin,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,3/1/1999,3/3/1999,Global financial integration,"At the Annual Policy Seminar of the National Association for Business Economics, Washington, D.C.",Annual Policy Seminar of the National Association for Business Economics,NA, Washington, D.C.,Roger W. Ferguson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
134,3/1/1999,3/8/1999,Small business access to capital and credit,"At the Federal Reserve System Research Conference on Business Access to Capital and Credit, Arlington, Virginia",Federal Reserve System Research Conference on Business Access to Capital and Credit,NA, Arlington,,Edward M. Gramlich,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
135,3/1/1999,3/8/1999,Mortgage finance,"At the Mortgage Bankers Association, Washington, D.C.",Mortgage Bankers Association,NA, Washington, D.C.,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,3/1/1999,3/9/1999,Changes in small business finance,"At the Federal Reserve System Research Conference on Business Access to Capital and Credit, Arlington, Virginia",Federal Reserve System Research Conference on Business Access to Capital and Credit,NA, Arlington,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
137,3/1/1999,3/10/1999,Y2K and public confidence in the banking system,"Before the Media Studies Center, New York, New York",the Media Studies Center,NA, New York, New York,Edward W. Kelley,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
138,3/1/1999,3/12/1999,Financial modernization: The issues,"At the 1999 F. Hodge O'Neal Corporate & Securities Law Symposium, Washington University School of Law, St. Louis, Missouri",1999 F. Hodge O'Neal Corporate & Securities Law Symposium,NA, Washington University School of Law,,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
139,3/1/1999,3/16/1999,The farm economy,"At the Annual Convention of the Independent Bankers Association of America, San Francisco, California",Annual Convention of the Independent Bankers Association of America,NA, San Francisco, California,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,3/1/1999,3/16/1999,Small business access to capital: Current status and initiatives ,"At the National Black Business Council, Washington, D.C.",National Black Business Council,NA, Washington, D.C.,Roger W. Ferguson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
141,3/1/1999,3/19/1999,Financial derivatives,"Before the Futures Industry Association, Boca Raton, Florida",the Futures Industry Association,NA, Boca Raton, Florida,Alan Greenspan,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,3/1/1999,3/25/1999,Thinking about Y2K,"Owens Distinguished Lecture Series, Owens Graduate School of Management, Vanderbilt University",Distinguished Lecture Series,NA, Owens Graduate School of Management, Vanderbilt University,Edward W. Kelley,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
143,4/1/1999,4/6/1999,Social Security,"Before the Business Roundtable, Social Security Symposium, Washington, D.C.",the Business Roundtable,NA, Social Security Symposium, Washington,Alice M. Rivlin,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
144,4/1/1999,4/13/1999,The payments system and Year 2000,"Before the National Automated Clearing House Association, Atlanta, Georgia",the National Automated Clearing House Association,NA, Atlanta, Georgia,Roger W. Ferguson,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,4/1/1999,4/14/1999,The global economic outlook and monetary policy challenges,"Before the World Economic Forum, U.S.A. Regional Meeting, U.S. Chamber of Commerce's National Chamber Foundation, Washington, D.C.",the World Economic Forum,NA, U.S.A. Regional Meeting, U.S. Chamber of Commerce's National Chamber F,Laurence H. Meyer,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
146,4/1/1999,4/16/1999,Technology and trade,"Before the Dallas Ambassadors Forum, Dallas, Texas",the Dallas Ambassadors Forum,NA, Dallas, Texas,Alan Greenspan,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
147,4/1/1999,4/22/1999,"Structure, instability, and the world economy","At the Ninth Annual Hyman P. Minsky Conference on Financial Structure, The Jerome Levy Economics Institute, Bard College, Annandale-on-the-Hudson, New York",Ninth Annual Hyman P. Minsky Conference on Financial Structure,NA, The Jerome Levy Economics Instit,,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
148,4/1/1999,4/22/1999,A stabilization policy strategy,"Before the Wharton Public Policy Forum Series, Philadelphia, Pennsylvania, Governor Gramlich presented an identical speech at the Jerome Levy Economics Institute, Bard College, Annandale-on-the-Hudson, New York, April 23, 1999",the Wharton Public Policy Forum Series,NA, Philadelphia, Pennsylvania,Edward M. Gramlich,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9
149,4/1/1999,4/26/1999,The euro in the international financial system,"At the European Institute's Conference ""Challenges to the European Millennium,"" Four Seasons Hotel, Washington, D.C.","European Institute's Conference ""Challenges to the European Millennium",NA," Four Seasons Hotel, Was",,Laurence H. Meyer,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
150,4/1/1999,4/29/1999,Currency reserves and debt,"Before the World Bank Conference on Recent Trends in Reserves Management, Washington, D.C.",the World Bank Conference on Recent Trends in Reserves Management,NA, Washington, D.C.,Alan Greenspan,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
151,5/1/1999,5/6/1999,The American economy in a world context,"At the 35th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago, Chicago, Illinois",35th Annual Conference on Bank Structure and Competition of the Federal Reserve Bank of Chicago,NA,,,Alan Greenspan,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
152,5/1/1999,5/13/1999,On economic literacy,"At the Economic Literacy Conference, Federal Reserve Bank of Minneapolis, Minneapolis, Minnesota",Economic Literacy Conference,NA, Federal Reserve Bank of Minneapolis, Minneapolis,Alice M. Rivlin,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
153,5/1/1999,5/13/1999,On sustaining U.S. economic growth,"Before the ""Minnesota Meeting"" group, Minneapolis, Minnesota","the ""Minnesota Meeting"" group",NA, Minneapolis, Minnesota,Alice M. Rivlin,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
154,6/1/1999,6/1/1999,Dilemmas facing United States policymakers,"At La ConfÂ_rence de MontrÂ_al, Montreal, Canada",ConfÂ_rence de MontrÂ_al,NA, Montreal, Canada,Alice M. Rivlin,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
